transaction_id,store_id,transaction_timestamp,cashier_id,customer_id,payment_method,total_amount,discount_amount,tax_amount
POS008239,28,2024-11-18 16:10:06,C0276,,Cash,876.58,103.04,74.65
POS008240,5,02-20-2024 09:02 PM,C0306,,Debit,599.67,128.94,54.01
POS008241,6,11-23-2024 11:54 AM,,CUST04703,CREDIT,654.93,0.75,36.93
POS008242,26,2024/05/12 16:09,C0408,CUST03003,Cash,1259.75,109.18,141.96
POS008243,20,2024/06/15 16:33,C0424,,Gift Card,464.61,68.04,33.12
POS008244,7,2024/10/31 07:38,C0205,,Cash,866.28,104.2,71.9
POS008245,12,23/01/2024 04:42,C0192,CUST09616,CREDIT,1073.02,207.68,96.5
POS008246,9,2024/12/12 07:53,C0293,CUST09754,Cash,164.09,8.23,12.94
POS008247,14,2024-11-04 03:29:10,C0127,CUST07962,Mobile Pay,767.27,59.05,70.87
POS008248,27,09-14-2024 07:50 PM,C0113,CUST00787,CREDIT,857.46,147.6,55.66
POS008249,12,11-29-2024 05:30 AM,C0240,,Mobile Pay,1140.04,170.02,77.59
POS008250,26,2024/02/17 03:34,C0274,CUST00277,Cash,1391.37,255.32,68.29
POS008251,5,2024/10/21 03:34,C0292,,credit,647.18,46.42,62.36
POS008252,11,13/06/2024 16:29,C0238,,CREDIT,660.01,119.85,38.64
POS008253,7,2024-01-12 05:10:55,C0232,CUST04029,Cash,331.23,82.51,24.81
POS008254,10,22/01/2024 11:40,C0130,CUST00003,CREDIT,206.71,36.0,17.43
POS008255,14,2024/05/22 21:29,C0420,CUST00514,Debit,640.72,164.92,72.34
POS008256,7,09-12-2024 02:39 AM,C0472,,Credit,692.3,32.75,72.53
POS008257,5,2024/12/29 22:47,C0134,CUST01728,Debit,663.51,50.17,60.38
POS008258,6,03-26-2024 12:50 AM,C0035,,Cash,520.15,104.72,29.79
POS008259,28,2024-01-16 02:38:51,C0309,CUST07247,Cash,1056.97,82.66,69.04
POS008260,1,2024-06-02 14:40:44,,CUST03006,credit,730.55,88.05,61.84
POS008261,11,01-23-2024 02:59 AM,C0040,CUST04619,Mobile Pay,439.09,22.9,38.48
POS008262,21,30/10/2024 01:38,C0289,CUST03622,CASH,754.15,159.77,83.17
POS008263,29,2024/01/09 22:19,C0238,CUST00312,CASH,583.52,23.17,53.13
POS008264,14,2024-01-27,C0165,,Debit,605.07,172.61,35.48
POS008265,19,2024-10-12 07:04:46,C0434,,Mobile Pay,463.81,53.32,26.4
POS008266,28,2024-03-22 04:58:52,C0307,CUST00140,CREDIT,591.9,0.56,64.18
POS008267,14,2024/03/20 21:18,C0037,,CASH,245.35,34.03,27.92
POS008268,3,2024/04/20 15:00,,CUST04614,Gift Card,320.18,34.24,35.26
POS008269,17,2024-06-14 07:07:20,C0072,CUST07462,DEBIT,834.18,242.5,82.39
POS008270,8,2024-10-15 07:38:45,C0052,CUST06228,Cash,905.33,21.76,101.24
POS008271,9,2024-06-10,,,Cash,666.52,82.44,52.88
POS008272,26,2024-03-08,C0481,CUST06471,Credit,1583.56,33.56,155.62
POS008273,15,2024-03-21,C0326,CUST03598,Credit,191.89,31.97,19.22
POS008274,5,26/01/2024 13:49,C0007,,Mobile Pay,683.92,191.57,60.05
POS008275,10,21/06/2024 05:35,C0240,CUST07323,Cash,641.24,188.39,44.47
POS008276,28,03-17-2024 07:09 AM,,,Mobile Pay,512.83,45.63,34.06
POS008277,5,27/02/2024 03:33,,,Credit,506.24,72.7,52.65
POS008278,22,2024/03/06 11:50,,,CASH,674.31,8.25,37.06
POS008279,27,03-29-2024 07:19 PM,C0314,CUST08052,Credit,489.42,118.25,32.97
POS008280,16,01-11-2024 06:18 AM,C0183,,credit,216.31,24.71,17.52
POS008281,16,05-11-2024 04:54 AM,C0053,CUST05845,Gift Card,158.18,26.27,14.61
POS008282,12,2024-10-17,C0129,,Credit,1107.73,133.0,94.41
POS008283,14,06-13-2024 09:46 AM,C0426,,credit,444.06,71.37,31.67
POS008284,10,2024-01-29,C0219,CUST01770,Mobile Pay,1429.19,113.2,121.99
POS008285,28,08-15-2024 01:54 AM,C0396,CUST09949,Credit,693.54,127.18,77.44
POS008286,1,31/07/2024 02:35,C0468,,Cash,833.41,184.51,70.27
POS008287,12,2024/08/09 14:29,C0451,CUST06021,credit,401.69,9.07,37.56
POS008288,21,2024/05/11 23:17,C0015,CUST05295,DEBIT,858.46,70.58,69.25
POS008289,15,2024/09/27 16:36,C0320,,Mobile Pay,815.43,101.02,64.87
POS008290,19,2024-08-26 15:23:43,C0069,,Mobile Pay,241.69,40.94,11.79
POS008291,1,11/09/2024 23:18,C0001,CUST07685,Debit,260.78,60.75,25.06
POS008292,26,2024/07/30 00:00,C0478,,Debit,1045.36,1.31,112.22
POS008293,5,15/11/2024 03:48,C0018,,CREDIT,465.72,45.26,39.25
POS008294,16,2024/10/28 06:45,C0150,,Gift Card,430.41,48.28,41.84
POS008295,3,12-19-2024 04:19 PM,,,Cash,621.22,72.0,51.83
POS008296,4,28/11/2024 08:38,C0120,CUST04049,Debit,564.49,51.27,64.89
POS008297,29,2024/07/14 23:02,C0076,CUST00864,Gift Card,896.11,52.3,78.58
POS008298,7,02-15-2024 02:23 AM,C0496,CUST02869,Debit,1427.08,35.51,110.29
POS008299,17,08-06-2024 11:34 AM,C0014,CUST06171,CREDIT,511.5,59.68,35.44
POS008300,17,29/01/2024 06:02,C0416,CUST04498,credit,762.25,204.27,42.58
POS008301,13,2024-04-18 21:59:18,C0151,CUST05862,Cash,898.73,87.29,78.8
POS008302,3,2024-06-19,C0480,,CREDIT,324.7,42.1,17.63
POS008303,23,2024-10-07 02:10:32,C0035,CUST09234,CREDIT,71.56,2.55,4.59
POS008304,15,2024-08-28,C0270,,Gift Card,1089.12,58.23,62.56
POS008305,15,2024/11/26 03:29,C0266,,Mobile Pay,377.6,24.44,24.93
POS008306,15,2024-07-22 13:07:09,C0251,CUST04635,DEBIT,924.48,245.41,70.38
POS008307,10,2024/02/25 11:53,C0110,CUST07886,Cash,1275.93,70.17,111.1
POS008308,28,2024-11-03,,,Mobile Pay,842.16,34.75,71.57
POS008309,26,2024-02-29 16:00:50,C0316,CUST05764,Mobile Pay,637.39,45.17,62.52
POS008310,9,07/12/2024 08:20,C0200,,Gift Card,1349.36,78.79,144.03
POS008311,4,2024-12-23,,,DEBIT,428.13,62.09,48.55
POS008312,14,2024-07-09 04:31:19,C0135,,DEBIT,810.84,164.17,80.32
POS008313,11,23/05/2024 06:04,C0122,CUST02892,CASH,596.19,4.86,51.77
POS008314,11,2024/02/20 04:48,C0294,CUST06642,Debit,799.03,171.96,54.94
POS008315,7,2024-08-18 01:57:41,C0063,,CREDIT,600.57,116.82,56.95
POS008316,22,04-04-2024 04:09 AM,,CUST02479,Cash,427.47,87.38,23.95
POS008317,23,2024-02-13,C0243,CUST02970,credit,565.16,76.37,63.88
POS008318,8,02/03/2024 17:21,C0485,CUST03556,credit,974.25,72.95,100.75
POS008319,20,04/09/2024 11:31,C0455,,Gift Card,331.15,48.25,24.8
POS008320,28,2024-03-01 23:55:34,C0274,,Debit,707.66,9.03,42.73
POS008321,13,2024/03/15 20:49,C0490,CUST09196,Gift Card,44.38,9.0,4.64
POS008322,7,2024/02/29 15:46,C0246,CUST02659,Mobile Pay,538.06,128.42,27.92
POS008323,9,2024-12-01 12:35:20,C0207,,Cash,473.35,34.96,51.03
POS008324,22,03/10/2024 12:53,C0365,,Credit,538.64,64.91,58.95
POS008325,27,2024-11-25 01:14:39,C0022,,CREDIT,841.9,172.38,82.92
POS008326,4,2024/02/24 03:31,,CUST08134,Mobile Pay,591.51,103.71,66.49
POS008327,21,2024/12/02 15:14,C0192,,Gift Card,992.86,158.99,67.12
POS008328,24,02/01/2024 04:02,C0248,CUST00921,CREDIT,1203.66,47.15,73.71
POS008329,14,13/12/2024 07:07,C0264,CUST00849,Gift Card,391.15,27.17,23.53
POS008330,16,02-27-2024 06:25 PM,C0445,CUST04198,CREDIT,348.29,13.51,38.91
POS008331,22,07-25-2024 12:53 PM,C0174,CUST08579,Mobile Pay,343.39,13.93,36.9
POS008332,21,2024/05/26 20:51,C0147,,DEBIT,327.49,59.25,16.37
POS008333,24,11-11-2024 11:32 PM,C0182,,CASH,321.96,79.58,29.33
POS008334,18,05-29-2024 10:06 AM,C0091,CUST06809,CASH,622.41,143.34,65.13
POS008335,15,01/05/2024 03:21,C0139,,Gift Card,1431.4,199.11,135.46
POS008336,27,2024-10-03 06:58:11,,,Mobile Pay,1823.82,22.33,133.83
POS008337,4,2024-10-10 13:33:23,C0201,,Cash,454.89,80.81,41.0
POS008338,17,2024-12-11,C0249,,DEBIT,538.18,8.5,56.55
POS008339,12,2024-11-30,C0470,CUST04960,credit,715.86,112.22,54.79
POS008340,27,2024-06-04,C0448,CUST07775,Credit,904.22,199.53,100.8
POS008341,30,2024-01-09 10:08:22,C0202,,credit,936.88,62.38,82.67
POS008342,11,30/09/2024 12:07,,CUST00171,Mobile Pay,253.29,73.15,22.9
POS008343,9,09-13-2024 02:16 PM,C0324,CUST07663,CREDIT,637.27,117.03,57.84
POS008344,26,03-28-2024 02:49 AM,C0242,,Debit,547.97,80.23,37.42
POS008345,8,12-29-2024 05:02 AM,,CUST03657,CASH,273.73,9.66,26.45
POS008346,18,2024-11-08,C0409,CUST04648,Mobile Pay,853.24,62.47,55.95
POS008347,1,2024/03/27 22:12,C0164,CUST04159,Cash,747.54,79.61,41.47
POS008348,20,09/08/2024 07:51,C0336,CUST06411,Credit,876.29,41.28,67.8
POS008349,15,2024-05-27,C0064,,Cash,574.18,90.61,61.54
POS008350,14,02-22-2024 06:50 AM,C0027,CUST05093,Gift Card,926.2,258.25,79.58
POS008351,21,2024-06-14 03:54:40,C0138,CUST05250,Mobile Pay,894.68,87.2,55.44
POS008352,9,2024-07-20,C0126,CUST05552,Gift Card,1420.71,118.03,71.96
POS008353,3,2024/08/17 13:35,C0422,CUST04442,DEBIT,1875.56,35.92,197.27
POS008354,1,09-24-2024 11:55 PM,C0076,CUST07420,credit,990.6,175.02,86.76
POS008355,17,01-13-2024 07:55 PM,C0382,CUST04866,Credit,287.4,76.62,21.78
POS008356,1,2024/12/16 09:50,,CUST08878,CREDIT,225.74,12.39,12.27
POS008357,16,2024-04-30,C0383,,DEBIT,137.04,40.05,15.15
POS008358,29,07-05-2024 05:58 AM,C0085,CUST01529,CREDIT,199.66,27.13,16.25
POS008359,24,2024-09-21,C0323,CUST05221,credit,920.73,133.09,88.68
POS008360,3,2024/02/11 20:08,C0160,CUST04032,Debit,321.75,85.94,34.98
POS008361,8,10-14-2024 03:48 AM,C0344,CUST02417,Gift Card,898.4,120.86,65.22
POS008362,14,10-30-2024 01:06 AM,,,Credit,764.65,194.43,71.14
POS008363,23,06-17-2024 07:58 AM,,,Debit,567.2,83.4,53.96
POS008364,13,2024-04-26,C0404,CUST05558,CREDIT,616.26,83.02,43.78
POS008365,29,12/05/2024 20:57,C0221,,CASH,1299.17,161.61,146.31
POS008366,23,2024/12/23 18:03,C0093,,Credit,564.44,166.81,38.66
POS008367,26,2024-10-25 05:25:30,C0164,CUST04502,Credit,1058.78,187.69,98.43
POS008368,10,2024-09-10,C0127,CUST00443,Gift Card,785.35,102.79,41.13
POS008369,8,2024-06-17 08:26:03,C0298,CUST04166,Credit,1194.45,43.09,78.26
POS008370,21,08-29-2024 01:33 PM,C0429,CUST02491,Cash,483.73,5.97,40.82
POS008371,26,2024/06/22 18:14,C0258,,Cash,301.33,45.88,24.8
POS008372,10,27/07/2024 17:03,C0008,CUST07263,CASH,1135.0,41.48,96.42
POS008373,9,07-18-2024 11:12 AM,C0192,CUST05539,CASH,337.26,49.98,18.48
POS008374,5,2024/12/17 21:40,C0111,,CREDIT,226.98,53.08,11.84
POS008375,29,2024/03/19 17:44,C0122,CUST07711,Credit,522.89,19.25,34.8
POS008376,8,2024-08-24,C0263,,Cash,1573.81,2.17,163.2
POS008377,8,2024-11-01,C0319,,Mobile Pay,467.79,76.83,22.7
POS008378,26,11-07-2024 07:15 AM,C0479,CUST06166,Debit,1169.25,319.57,106.58
POS008379,20,2024-09-13 08:33:06,C0396,CUST05541,CREDIT,868.62,59.02,91.3
POS008380,6,2024-06-15 15:19:33,C0402,,DEBIT,772.3,98.75,66.21
POS008381,14,20/11/2024 01:40,C0056,CUST00093,Mobile Pay,302.01,81.52,17.47
POS008382,11,06-28-2024 08:11 AM,,CUST04094,CASH,740.25,154.19,78.77
POS008383,2,2024-01-29,C0296,CUST03516,Cash,479.43,62.28,48.0
POS008384,25,01-04-2024 12:06 PM,C0482,,Mobile Pay,878.08,231.72,51.45
POS008385,5,2024-01-17 14:22:04,C0287,CUST05563,Gift Card,318.92,54.95,17.88
POS008386,19,2024-08-02 22:35:07,C0032,,DEBIT,476.48,38.08,53.69
POS008387,1,20/02/2024 15:14,C0164,CUST05279,DEBIT,732.3,27.08,70.18
POS008388,7,02-03-2024 04:16 AM,C0005,CUST04729,Credit,598.02,179.3,33.77
POS008389,10,2024/05/04 14:35,,CUST08664,Gift Card,228.39,11.09,21.48
POS008390,23,04-24-2024 01:57 PM,C0119,,Cash,1071.63,15.17,83.35
POS008391,26,2024/02/10 06:02,C0120,CUST03376,credit,292.45,37.42,19.45
POS008392,15,16/10/2024 03:32,C0064,CUST01945,CASH,697.76,22.12,53.36
POS008393,5,2024-11-02,,CUST05461,DEBIT,828.64,169.73,77.91
POS008394,18,17/02/2024 09:18,C0127,,credit,522.55,117.98,44.69
POS008395,22,20/02/2024 10:25,C0325,CUST04931,Gift Card,1249.94,207.01,111.51
POS008396,10,21/07/2024 16:30,C0044,CUST05806,CREDIT,417.62,54.17,41.73
POS008397,8,2024/08/27 01:13,C0378,CUST09822,Gift Card,251.11,18.14,26.79
POS008398,28,2024-10-04,C0325,CUST01641,Gift Card,933.46,222.12,77.84
POS008399,17,02/08/2024 15:39,C0458,,Debit,977.74,267.61,88.28
POS008400,19,2024-06-03,C0169,CUST03034,Credit,654.13,41.23,62.56
POS008401,5,27/01/2024 06:57,C0155,CUST01577,CREDIT,647.25,96.24,41.99
POS008402,27,2024-05-12 13:33:40,C0274,CUST09625,Debit,649.53,134.98,37.48
POS008403,8,07/02/2024 06:33,C0338,CUST09418,credit,881.06,157.96,46.49
POS008404,7,14/06/2024 22:43,C0311,,CREDIT,500.06,24.52,34.42
POS008405,2,22/05/2024 03:29,C0285,CUST01724,Credit,293.77,69.87,27.13
POS008406,8,2024-11-28 00:59:50,C0430,,DEBIT,806.84,44.56,86.59
POS008407,1,04-26-2024 07:44 PM,C0057,CUST09107,Credit,385.64,101.95,30.36
POS008408,14,2024-11-09,C0056,,Mobile Pay,342.84,17.57,36.64
POS008409,5,2024-02-05 19:57:36,C0193,,DEBIT,1042.19,29.5,117.11
POS008410,30,2024-05-27 02:33:20,,CUST06875,DEBIT,740.37,112.77,61.95
POS008411,22,2024-02-10,C0483,CUST05409,CASH,1152.56,20.04,88.79
POS008412,17,2024/02/14 02:41,C0174,,credit,1188.16,325.47,98.02
POS008413,20,23/04/2024 03:16,C0459,CUST02535,credit,852.55,23.27,42.95
POS008414,7,07-06-2024 10:39 PM,C0457,CUST02740,CASH,440.0,127.56,50.07
POS008415,6,2024-05-18,C0120,CUST06892,Cash,464.2,9.98,28.38
POS008416,29,03-26-2024 02:43 PM,C0477,,Mobile Pay,1042.31,190.64,70.8
POS008417,16,2024-12-25 04:43:16,C0147,CUST00662,Credit,1083.07,22.48,123.48
POS008418,29,2024/12/18 05:42,,CUST06255,Gift Card,682.98,49.65,68.89
POS008419,14,07-06-2024 02:31 AM,C0469,CUST03598,credit,1258.06,67.13,123.41
POS008420,19,02-27-2024 04:13 AM,C0171,CUST04236,CREDIT,424.64,51.34,36.41
POS008421,9,2024-10-27 06:00:01,C0189,CUST03584,Mobile Pay,540.39,0.24,43.98
POS008422,6,2024-05-10,C0492,CUST03669,DEBIT,641.5,32.57,32.98
POS008423,7,07-16-2024 08:19 AM,C0012,CUST00729,CASH,461.4,11.03,46.13
POS008424,14,2024/10/19 10:35,C0139,,CASH,1501.17,49.98,81.04
POS008425,14,2024/06/03 09:26,,CUST07953,credit,356.46,97.8,39.66
POS008426,23,2024-04-28,C0482,CUST09472,credit,1174.1,151.27,132.37
POS008427,30,2024/10/01 08:51,C0449,,DEBIT,933.74,81.34,98.27
POS008428,27,2024-11-26,C0279,,Gift Card,757.43,115.3,50.88
POS008429,19,2024-12-16 08:17:01,,,Cash,391.76,110.82,27.13
POS008430,14,09-28-2024 06:59 PM,C0115,CUST07082,DEBIT,1109.19,86.17,120.22
POS008431,29,07/11/2024 12:19,C0079,CUST01885,CASH,392.17,74.97,31.31
POS008432,19,27/07/2024 21:33,C0222,CUST09560,Gift Card,733.21,91.8,70.65
POS008433,27,2024-10-24,C0164,CUST03076,Cash,499.24,29.24,32.61
POS008434,16,05/03/2024 04:51,C0162,,CASH,645.04,84.81,51.18
POS008435,2,2024/07/03 22:29,C0161,CUST08685,CREDIT,936.67,271.84,74.13
POS008436,1,2024/01/19 02:47,C0185,,DEBIT,566.52,75.51,51.47
POS008437,12,2024-09-08,C0138,CUST00622,Credit,748.03,197.87,41.69
POS008438,5,2024-01-03,C0330,CUST07239,Mobile Pay,710.83,109.37,34.68
POS008439,25,10-22-2024 12:45 PM,C0448,CUST02457,credit,292.97,62.51,23.63
POS008440,12,2024-12-06 01:38:45,C0369,CUST07412,Debit,635.45,159.95,39.78
POS008441,6,01/04/2024 04:11,C0019,,Cash,934.11,168.8,102.36
POS008442,10,2024-03-14,C0490,,Credit,534.65,131.43,55.53
POS008443,30,2024-11-10 18:52:40,C0077,,Mobile Pay,659.59,184.57,45.72
POS008444,7,2024-11-30 19:41:48,C0041,CUST04436,Cash,1344.84,7.62,142.2
POS008445,13,12-22-2024 10:30 PM,C0246,,credit,404.61,71.0,19.27
POS008446,23,2024/04/17 21:47,C0246,CUST01303,DEBIT,901.78,102.78,67.42
POS008447,13,2024-08-29,C0025,CUST02001,Debit,665.64,130.28,40.31
POS008448,24,14/08/2024 01:07,C0249,,Debit,562.13,154.28,36.91
POS008449,4,08-11-2024 06:18 PM,C0124,,Mobile Pay,139.65,24.01,11.7
POS008450,17,02-26-2024 11:55 AM,C0427,CUST06082,CREDIT,737.99,5.07,60.35
POS008451,12,02-01-2024 04:06 AM,C0474,,Mobile Pay,197.71,18.97,9.42
POS008452,5,2024/02/14 18:19,,CUST04032,Mobile Pay,1059.12,171.7,72.63
POS008453,14,2024-02-15 17:41:39,C0155,CUST03654,Credit,1548.97,156.91,172.18
POS008454,7,2024/03/14 11:14,C0310,CUST03210,Gift Card,1262.85,194.2,137.89
POS008455,6,2024/01/06 22:48,C0009,,CASH,455.1,120.86,28.88
POS008456,23,30/05/2024 04:00,C0435,,Gift Card,1155.91,70.21,68.78
POS008457,26,05-06-2024 07:52 PM,C0229,CUST01418,Credit,1008.5,93.97,71.3
POS008458,13,2024-12-27 00:59:06,C0324,CUST03670,credit,1348.09,65.98,129.98
POS008459,6,2024/04/18 21:10,C0115,,Gift Card,452.15,130.1,49.51
POS008460,24,05-12-2024 10:13 AM,C0172,,credit,261.29,37.6,21.38
POS008461,13,2024-08-31 22:19:56,C0042,CUST03613,Mobile Pay,1235.17,4.68,103.1
POS008462,6,05-08-2024 10:37 AM,C0086,CUST03718,Gift Card,635.78,68.13,63.44
POS000625,5,2024/05/22 22:34,C0219,CUST00810,CASH,159.97,43.55,15.95
POS008464,23,2024-01-28,C0003,,CREDIT,354.54,15.71,17.37
POS008465,12,2024-11-18 00:47:29,C0031,CUST08697,CREDIT,988.96,293.47,75.75
POS008466,14,2024/07/08 06:44,C0339,CUST01033,Cash,983.46,133.16,98.3
POS008467,21,2024-04-12 20:54:09,C0088,CUST06097,Debit,226.71,69.18,17.67
POS008468,9,2024-03-18,C0361,,credit,841.37,20.79,49.05
POS008469,23,12-15-2024 05:00 PM,C0270,CUST02002,Cash,779.26,155.25,63.49
POS008470,15,2024-12-02,C0438,CUST04393,CASH,1098.3,104.11,55.46
POS008471,23,2024/11/14 20:25,C0088,CUST09655,CASH,934.72,258.75,107.53
POS008472,7,2024-09-27,C0006,,CASH,372.32,21.79,20.85
POS008473,13,2024-10-18 23:39:12,,,CASH,1230.2,298.39,102.75
POS008474,9,2024/03/27 23:18,C0380,CUST08850,CREDIT,551.97,111.15,46.26
POS008475,29,2024/09/20 06:09,,,CASH,868.22,182.01,64.04
POS008476,26,2024-10-31,C0225,,Gift Card,452.21,41.37,30.54
POS008477,28,2024-04-04,C0286,,Credit,629.66,113.02,34.97
POS008478,6,2024-03-07 18:25:14,C0433,,credit,545.4,68.21,29.13
POS008479,9,31/01/2024 09:42,C0461,,Gift Card,380.75,8.64,31.37
POS008480,14,01-03-2024 09:43 PM,C0470,CUST07870,Debit,828.73,123.56,95.04
POS008481,17,07-12-2024 09:01 AM,C0140,CUST02482,Credit,680.72,43.18,63.46
POS008482,22,2024/10/05 13:51,C0272,CUST05961,DEBIT,914.89,204.29,81.78
POS008483,8,08/01/2024 22:44,C0310,,Cash,500.44,106.08,33.11
POS008484,8,02/12/2024 10:16,C0242,CUST00210,Cash,1024.26,47.87,81.81
POS008485,25,21/01/2024 19:35,C0034,CUST02274,Cash,284.12,34.92,31.18
POS008486,30,13/11/2024 07:11,C0362,CUST08529,DEBIT,433.32,64.88,29.08
POS008487,21,2024-01-09,C0125,,CREDIT,877.89,105.29,58.73
POS008488,14,12/03/2024 07:54,C0387,,Gift Card,567.94,93.58,52.06
POS008489,9,2024-06-06 00:08:36,C0108,,Gift Card,993.93,79.97,60.15
POS008490,14,2024-01-11 06:37:11,C0475,CUST05356,Mobile Pay,637.91,17.13,48.69
POS008491,25,2024-01-20,C0170,CUST02275,Mobile Pay,976.42,260.23,61.53
POS008492,14,2024-07-25 22:15:54,C0016,,Debit,879.5,49.97,93.25
POS008493,26,2024-01-05,,CUST06155,Debit,1154.21,92.73,66.72
POS008494,27,10/06/2024 00:31,C0056,CUST08788,Cash,459.98,84.92,37.25
POS008495,29,11-14-2024 07:55 AM,C0112,,DEBIT,1018.18,65.86,51.88
POS008496,21,23/01/2024 18:51,C0419,,credit,1346.67,169.19,135.3
POS008497,21,16/05/2024 21:40,C0101,CUST05365,Credit,625.96,137.39,59.17
POS008498,13,2024/10/21 16:49,C0375,CUST00329,credit,1035.97,94.87,111.29
POS008499,11,16/05/2024 15:47,C0279,,CASH,660.79,90.89,67.38
POS008500,13,05-08-2024 09:35 AM,C0406,CUST06175,Mobile Pay,1327.91,112.31,139.1
POS008501,20,2024/03/28 12:47,C0057,,Credit,1414.38,112.28,70.34
POS008502,24,18/02/2024 03:33,C0203,CUST03709,Gift Card,441.44,105.86,31.63
POS008503,1,2024/12/23 20:59,C0183,CUST05519,CREDIT,526.83,8.83,43.68
POS008504,11,2024/05/19 20:05,C0113,CUST08817,CASH,724.73,163.52,60.75
POS008505,3,2024/06/05 10:01,C0327,CUST02788,credit,692.6,154.97,48.91
POS008506,26,2024-06-30 16:04:17,,,CREDIT,981.35,248.94,96.5
POS008507,22,2024-03-03 18:01:22,C0373,,credit,687.5,202.04,59.88
POS008508,22,2024/10/04 03:26,C0369,CUST08648,CREDIT,874.96,119.7,46.78
POS008509,2,20/11/2024 23:25,C0183,,Gift Card,856.78,147.85,44.99
POS008510,26,2024/03/14 12:12,C0214,,Mobile Pay,543.24,54.75,34.63
POS008511,6,28/05/2024 15:26,C0432,,Mobile Pay,292.21,88.57,16.91
POS008512,28,09/05/2024 11:37,C0190,,CREDIT,508.85,60.77,35.23
POS008513,13,2024-01-12,C0300,CUST07509,Gift Card,1042.3,146.15,116.77
POS008514,14,03/03/2024 18:11,C0239,CUST07202,Gift Card,1115.68,158.66,82.11
POS008515,11,06-26-2024 11:42 AM,C0153,CUST01699,Debit,381.45,66.78,22.37
POS008516,28,2024-07-15 12:28:56,,,Cash,763.35,26.95,54.1
POS008517,7,20/06/2024 05:08,C0287,,CREDIT,491.86,47.33,45.46
POS008518,18,08-31-2024 08:37 PM,C0396,,Gift Card,584.34,136.72,58.68
POS008519,21,08/03/2024 15:22,,CUST05360,Mobile Pay,984.91,253.17,76.13
POS008520,24,07-13-2024 04:55 AM,,,Mobile Pay,535.66,8.48,42.09
POS008521,19,2024-05-08,C0326,CUST07275,DEBIT,681.43,18.81,64.74
POS008522,30,2024/06/25 07:39,,,Debit,472.85,55.84,27.33
POS008523,29,27/07/2024 09:52,C0279,,CASH,1599.52,273.12,159.76
POS008524,19,2024-07-23 14:44:09,C0389,CUST07547,DEBIT,531.55,48.39,52.04
POS008525,1,2024-12-30 10:23:45,C0162,,CASH,1180.07,46.97,74.17
POS008526,1,2024-06-14 11:31:47,C0246,CUST07305,CREDIT,1108.65,31.42,83.71
POS008527,30,08/03/2024 07:30,C0363,,Gift Card,941.44,11.37,80.5
POS008528,13,22/09/2024 11:27,C0178,,Credit,393.28,106.92,34.32
POS008529,20,06-09-2024 09:30 AM,C0411,,CREDIT,1086.36,199.95,84.57
POS008530,14,2024/09/26 13:31,C0318,,Cash,574.49,74.03,34.27
POS008531,28,2024-02-22 21:41:27,,,DEBIT,831.09,218.73,87.44
POS008532,7,2024/07/05 23:34,C0390,,Credit,676.52,54.8,56.2
POS008533,14,12-08-2024 03:02 PM,C0013,,DEBIT,835.57,109.9,55.99
POS008534,25,07-06-2024 07:01 AM,C0144,,credit,331.32,63.78,21.52
POS008535,16,2024-05-21 21:09:47,C0276,,Debit,1591.58,21.47,88.65
POS008536,2,2024-11-07,,CUST00900,Mobile Pay,1266.49,39.51,128.38
POS008537,16,12-27-2024 11:49 AM,C0055,CUST02852,CASH,513.26,94.48,26.22
POS008538,1,01-13-2024 05:59 AM,C0351,CUST06324,CREDIT,313.24,19.25,25.07
POS008539,27,2024/09/24 18:40,C0016,,DEBIT,565.25,39.65,44.72
POS008540,18,2024-09-30 14:32:08,C0385,CUST05714,Debit,129.96,37.71,10.58
POS008541,25,07/08/2024 11:50,C0161,,Mobile Pay,537.23,18.22,60.85
POS008542,10,25/09/2024 01:14,C0053,,CREDIT,869.78,202.52,81.89
POS008543,13,2024/02/02 19:21,C0078,,Credit,1128.79,199.95,72.62
POS008544,25,2024-12-02,C0020,CUST01270,Debit,870.47,230.99,63.3
POS008545,17,2024-04-12 20:42:22,C0127,,Gift Card,66.45,16.26,3.27
POS008546,13,2024-07-07,C0166,CUST07506,CASH,614.73,92.12,38.69
POS008547,6,01/01/2024 13:36,C0472,,Mobile Pay,579.81,139.56,52.88
POS008548,29,2024-07-18 15:13:29,C0095,,Gift Card,1106.93,198.15,109.76
POS008549,13,02/03/2024 15:52,C0216,,CREDIT,457.39,28.18,49.66
POS008550,16,2024/03/22 21:11,C0179,CUST08329,Cash,384.23,98.42,29.61
POS008551,1,2024-03-04,C0008,CUST00163,CREDIT,699.63,207.34,72.11
POS008552,2,2024-03-28,C0007,CUST01674,Credit,932.84,58.68,95.11
POS008553,15,2024-04-29,C0001,CUST09843,Credit,962.95,134.49,76.74
POS008554,14,12-12-2024 12:28 AM,C0434,,Mobile Pay,109.26,0.12,9.23
POS008555,30,2024-08-24,C0098,,Credit,566.54,65.54,62.52
POS008556,22,2024-07-09,C0341,,DEBIT,906.72,56.8,65.78
POS008557,9,2024/07/23 21:49,C0421,,Gift Card,900.52,19.53,63.88
POS008558,10,04-02-2024 04:20 AM,C0373,CUST00157,DEBIT,949.95,273.28,73.42
POS008559,28,2024/11/25 04:06,C0083,CUST03227,Debit,578.02,172.22,57.94
POS008560,6,2024-02-16 06:45:56,,CUST08997,CASH,279.66,48.51,21.09
POS008561,29,21/11/2024 16:49,C0495,,Cash,542.86,28.6,43.37
