return_id,original_transaction_or_order_id,product_id,return_date,return_reason,refund_amount,quantity_returned,return_channel
RET001018,POS006804,55,2024-08-29,Changed mind,120.21,3,pos
RET001019,POS023167,250,2024-11-11,Changed mind,32.33,2,pos
RET001020,POS013579,265,2024-03-30,Size issue,122.08,3,pos
RET001021,ECOM008446,391,24/05/2024,,173.96,2,POS
RET001022,POS002430,217,08-05-2024,Defective,102.63,3,pos
RET001023,ECOM007750,116,06-14-2024,Late delivery,128.04,3,POS
RET001024,POS023436,430,,Defective,117.25,1,ecom
RET001025,ECOM012143,343,06/11/2024,Late delivery,196.05,3,pos
RET001026,POS026127,134,2024-02-26,Defective,83.58,2,ECOM
RET001027,ECOM006332,421,2024-01-14,Damaged,140.98,3,pos
RET001028,POS027733,31,27/09/2024,Damaged,106.57,2,POS
RET001029,POS023777,67,2024-08-24,Defective,74.52,1,ecom
RET001030,POS006594,270,12-10-2024,Changed mind,146.74,2,POS
RET001031,POS009562,26,21/02/2024,Changed mind,192.24,1,ECOM
RET001032,ECOM008264,131,22/01/2024,Defective,178.73,2,ecom
RET001033,POS000409,408,2024-09-18,Defective,20.63,2,POS
RET001034,POS002475,282,09-18-2024,Size issue,49.03,3,pos
RET001035,POS024594,461,2024-05-02,Defective,127.82,2,ECOM
RET001036,POS007196,123,18/12/2024,Damaged,146.53,3,POS
RET001037,POS004702,82,10-09-2024,Size issue,50.99,3,ecom
RET001038,POS001801,473,08-10-2024,Defective,57.18,1,pos
RET001039,ECOM014682,53,02-06-2024,Late delivery,20.16,3,POS
RET001040,POS028900,188,2024-01-05,Defective,101.48,3,pos
RET001041,ECOM012076,352,2024-08-11,Changed mind,180.4,1,POS
RET001042,ECOM003648,444,22/05/2024,Damaged,154.21,1,POS
RET001043,ECOM012288,316,01-07-2024,Late delivery,29.07,2,POS
RET001044,POS010719,390,02-17-2024,Damaged,86.07,2,ECOM
RET001045,POS019556,24,2024-03-15,Late delivery,121.35,3,ECOM
RET001046,ECOM014725,392,2024-11-06,Late delivery,64.23,1,ecom
RET001047,POS012236,276,12-26-2024,Size issue,194.86,1,pos
RET001048,POS019304,276,09-08-2024,Size issue,188.04,3,ECOM
RET001049,ECOM012434,376,20/05/2024,Damaged,156.41,1,ECOM
RET001050,ECOM011925,297,10-09-2024,Late delivery,156.38,1,ecom
RET001051,POS009537,297,,Size issue,175.52,2,pos
RET001052,POS000810,201,2024-04-09,Defective,92.43,1,ECOM
RET001053,POS005515,438,04/04/2024,Changed mind,152.27,1,POS
RET001054,POS012051,76,2024-10-30,Defective,25.72,3,ecom
RET001055,ECOM009539,454,11/09/2024,Defective,30.23,3,pos
RET001056,ECOM009737,237,12-06-2024,Damaged,93.96,2,pos
RET001057,POS021260,3,30/03/2024,Size issue,34.18,1,POS
RET001058,ECOM001480,214,28/05/2024,Defective,87.3,3,ECOM
RET001059,POS019777,142,10/04/2024,Defective,54.99,1,pos
RET001060,ECOM009715,69,09-12-2024,,27.77,2,ecom
RET001061,POS016008,494,26/06/2024,Size issue,190.15,2,ECOM
RET001062,POS025978,482,09-02-2024,Damaged,34.44,1,pos
RET001063,POS003011,497,15/03/2024,Changed mind,71.39,1,pos
RET001064,ECOM008695,391,08-22-2024,,97.28,3,POS
RET001065,POS007670,331,10-21-2024,Damaged,60.62,1,ecom
RET001066,POS015738,348,2024-05-25,Damaged,41.62,3,ecom
RET001067,POS011500,280,11/01/2024,Size issue,176.97,2,ECOM
RET001068,ECOM005634,250,17/09/2024,Late delivery,127.8,2,pos
RET001069,POS027058,255,03-13-2024,Defective,184.51,1,ecom
RET001070,ECOM005553,208,2024-02-29,Late delivery,139.5,2,ECOM
RET001071,POS006755,5,2024-07-01,Late delivery,46.2,1,pos
RET001072,POS021199,446,05-25-2024,Late delivery,111.2,1,ECOM
RET001073,ECOM000436,196,2024-02-05,Late delivery,143.2,1,pos
RET001074,POS024212,191,26/02/2024,Defective,114.97,1,ecom
RET001075,POS022807,65,2024-04-28,Damaged,132.14,2,POS
RET001076,ECOM008652,181,01-30-2024,Late delivery,65.19,2,POS
RET001077,POS014735,222,2024-09-14,Changed mind,116.11,1,ECOM
RET001078,ECOM006993,402,17/09/2024,Size issue,69.63,3,ECOM
RET001079,POS004535,256,08/12/2024,Size issue,123.07,2,POS
RET001080,POS016216,174,21/06/2024,Late delivery,28.06,3,ecom
RET001081,POS029975,426,04-08-2024,Changed mind,129.4,3,ECOM
RET001082,POS004099,466,2024-01-25,Defective,43.19,1,pos
RET001083,POS004915,60,17/07/2024,Late delivery,172.33,3,ecom
RET001084,ECOM005902,169,27/05/2024,Size issue,137.99,2,POS
RET001085,POS025338,208,2024-08-13,Defective,182.03,1,ecom
RET001086,POS015873,61,02-23-2024,Damaged,177.09,3,ECOM
RET001087,POS023583,302,12-24-2024,,42.92,3,POS
RET001088,POS019982,415,05-06-2024,Defective,137.32,1,ecom
RET001089,ECOM007146,233,01-25-2024,Size issue,128.5,1,ECOM
RET001090,ECOM005977,316,2024-02-15,Changed mind,166.85,2,ecom
RET001091,POS011318,97,06/08/2024,Defective,161.39,2,ecom
RET001092,POS015222,208,,Damaged,128.32,1,ecom
RET001093,POS003990,64,05-25-2024,lorem ipsum,120.82,1,pos
RET001094,POS000720,333,05-12-2024,Damaged,16.49,3,ECOM
RET001095,ECOM001718,289,03/11/2024,Late delivery,185.6,1,ecom
RET001096,ECOM001523,368,2024-04-03,Changed mind,136.86,3,POS
RET001097,ECOM006356,285,2024-03-09,Late delivery,126.79,2,ECOM
RET001098,ECOM011559,167,01/03/2024,Size issue,19.49,1,pos
RET001099,POS005178,469,09-26-2024,Size issue,100.32,3,ecom
RET001100,POS026486,113,29/07/2024,Late delivery,186.99,3,pos
RET001101,ECOM002916,456,02-23-2024,Late delivery,171.82,3,ECOM
RET001102,ECOM002282,236,03-13-2024,Changed mind,29.41,1,ecom
RET001103,POS016092,382,07-19-2024,Damaged,19.46,1,POS
RET001104,POS009286,125,09/07/2024,Late delivery,191.69,1,ECOM
RET001105,POS001742,469,2024-06-25,Changed mind,65.89,3,ECOM
RET001106,ECOM011312,3,28/06/2024,Late delivery,178.24,3,ECOM
RET001107,POS026206,34,,lorem ipsum,63.95,1,ecom
RET001108,POS008724,5,2024-02-03,Changed mind,71.05,1,ECOM
RET001109,POS027645,279,07-03-2024,,121.48,3,ecom
RET001110,ECOM005072,64,11-12-2024,N/A,176.26,3,ECOM
RET001111,ECOM009218,419,2024-09-22,Size issue,30.48,2,pos
RET001112,POS018884,191,04/04/2024,Defective,167.99,1,ecom
RET001113,POS007089,398,06-06-2024,Late delivery,120.17,3,POS
RET001114,POS026974,214,22/11/2024,Damaged,177.18,2,POS
RET001115,POS026424,30,04-17-2024,Late delivery,152.13,2,pos
RET001116,POS025703,285,2024-02-12,Defective,182.92,2,pos
RET001117,ECOM010335,41,10-06-2024,Defective,17.54,2,ECOM
RET001118,ECOM008301,362,12/11/2024,Damaged,171.5,2,POS
RET001119,ECOM008786,294,2024-06-14,Changed mind,105.07,2,POS
RET001120,POS011772,375,05-18-2024,Defective,68.31,1,ecom
RET001121,ECOM004222,356,05-18-2024,Defective,47.75,3,ECOM
RET001122,POS006016,281,04-08-2024,Late delivery,11.74,1,ecom
RET001123,POS028382,179,04-13-2024,Late delivery,190.79,2,ECOM
RET001124,POS018575,294,10-09-2024,Defective,45.24,3,POS
RET001125,POS026728,344,2024-03-02,Changed mind,10.27,3,POS
RET001126,ECOM006581,93,2024-11-07,Late delivery,162.21,2,ECOM
RET001127,POS014667,481,2024-12-08,Damaged,68.01,3,ecom
RET001128,ECOM007638,269,25/09/2024,Size issue,124.62,3,pos
RET001129,ECOM002960,385,10-06-2024,Late delivery,40.0,3,pos
RET001130,ECOM011407,471,2024-12-17,Late delivery,71.58,2,POS
RET001131,ECOM005289,230,2024-04-15,Defective,112.72,2,pos
RET001132,ECOM001445,62,08-23-2024,Late delivery,53.67,1,POS
RET001133,POS009141,495,02-05-2024,Damaged,53.81,2,ECOM
RET001134,POS004631,75,2024-09-14,Defective,63.86,2,ECOM
RET001135,POS010437,344,05-05-2024,Size issue,96.41,2,ECOM
RET001136,ECOM004367,356,,Late delivery,97.57,3,POS
RET001137,ECOM012840,225,12-23-2024,???,71.68,3,POS
RET001138,POS017621,81,07/10/2024,N/A,193.22,1,POS
RET001139,ECOM008622,23,25/02/2024,Late delivery,71.11,3,pos
RET001140,POS021247,75,31/10/2024,Late delivery,89.47,2,POS
RET001141,ECOM011647,498,2024-03-27,Damaged,170.97,1,POS
RET001142,POS026550,259,03/01/2024,Late delivery,27.95,1,ecom
RET001143,POS012307,389,2024-04-10,Changed mind,100.19,1,pos
RET001144,ECOM004715,211,18/10/2024,asdf123,117.25,1,POS
RET001145,POS005092,92,09-11-2024,Changed mind,132.74,1,ecom
RET001146,ECOM000992,487,20/02/2024,Changed mind,60.72,2,ecom
RET001147,POS016522,183,21/08/2024,lorem ipsum,159.99,2,pos
RET001148,POS029569,459,2024-09-10,asdf123,166.75,2,POS
RET001149,ECOM002848,61,04-18-2024,Size issue,147.91,1,ECOM
RET001150,POS010851,390,20/03/2024,Damaged,170.49,1,pos
RET001151,ECOM004698,394,2024-03-25,Late delivery,122.92,3,ECOM
RET001152,POS010838,500,08-14-2024,,178.22,1,ECOM
RET001153,POS023174,335,2024-12-12,Late delivery,103.71,3,ECOM
RET001154,POS021045,452,2024-08-04,Size issue,31.09,3,ecom
RET001155,POS000190,8,01-07-2024,Late delivery,160.3,3,POS
RET001156,POS005188,284,09-21-2024,Late delivery,89.22,2,ECOM
RET001157,ECOM010992,279,,Damaged,80.01,2,ECOM
RET001158,POS010814,330,07-08-2024,Damaged,161.65,2,ECOM
RET001159,ECOM003977,61,10/11/2024,Changed mind,170.86,1,ecom
RET001160,POS023145,240,07-13-2024,Size issue,138.04,2,ecom
RET001161,ECOM007751,371,18/10/2024,lorem ipsum,194.34,2,ecom
RET001162,POS022263,287,08-10-2024,Size issue,17.29,2,pos
RET001163,POS018297,289,2024-12-18,Size issue,44.08,3,ecom
RET001164,POS014367,497,05-25-2024,Late delivery,33.8,1,pos
RET001165,POS011739,183,01-20-2024,Damaged,185.24,1,ecom
RET001166,ECOM007416,101,02-12-2024,N/A,138.26,2,ECOM
RET001167,ECOM011074,193,09/01/2024,Damaged,150.85,1,ECOM
RET001168,ECOM013901,111,11-18-2024,Defective,150.09,1,POS
RET001169,POS019127,134,2024-09-06,Changed mind,143.71,2,ECOM
RET001170,POS019039,357,15/06/2024,Damaged,31.63,2,ECOM
RET001171,ECOM007089,34,2024-11-23,Size issue,95.29,3,ECOM
RET001172,POS007165,380,2024-05-05,Damaged,199.4,3,POS
RET001173,ECOM002907,339,2024-08-06,Damaged,57.59,1,ECOM
RET001174,POS017572,149,2024-08-12,Size issue,138.71,3,ecom
RET001175,POS013691,334,20/10/2024,Changed mind,167.34,3,ecom
RET001176,ECOM005533,434,2024-08-04,Late delivery,32.55,3,pos
RET001177,ECOM003319,205,2024-04-30,Changed mind,198.46,3,ECOM
RET001178,ECOM007801,181,10/03/2024,Late delivery,26.43,3,ecom
RET001179,POS002698,75,01-16-2024,Late delivery,61.64,2,ecom
RET001180,ECOM012784,15,02-20-2024,Defective,14.06,2,pos
RET001181,POS014302,303,2024-06-07,lorem ipsum,77.25,1,pos
RET001182,POS029495,472,25/08/2024,Damaged,103.74,1,pos
RET001183,ECOM004223,36,2024-05-31,Late delivery,142.35,3,POS
RET001184,POS006606,104,08-27-2024,Damaged,169.88,3,ECOM
RET001185,ECOM001058,457,2024-12-11,lorem ipsum,165.95,2,ECOM
RET001186,ECOM005379,475,12-28-2024,Defective,194.25,1,ecom
RET001187,POS009974,7,28/09/2024,Damaged,179.11,2,ECOM
RET001188,POS014836,360,01-18-2024,Changed mind,148.85,2,POS
RET001189,POS003345,393,07-02-2024,Damaged,14.24,1,pos
RET001190,POS023028,187,04/10/2024,Late delivery,27.39,1,ecom
RET001191,POS016238,34,2024-01-17,Size issue,76.0,3,ecom
RET001192,POS000818,15,2024-06-04,Damaged,152.77,2,pos
RET001193,POS014964,350,02-17-2024,Size issue,92.52,2,ECOM
RET001194,POS015662,48,03-25-2024,Damaged,11.98,1,POS
RET001195,ECOM003637,214,10/07/2024,Size issue,163.91,2,pos
RET001196,ECOM012361,144,03-19-2024,Changed mind,41.17,3,ECOM
RET001197,POS010036,64,02-19-2024,Damaged,141.93,2,ecom
RET001198,ECOM002988,384,2024-05-17,Damaged,69.08,1,POS
RET001199,POS020182,21,08-09-2024,Late delivery,59.93,1,POS
RET001200,POS021242,458,09-08-2024,Defective,80.98,1,ecom
RET001201,POS018501,459,01-31-2024,Defective,112.62,3,pos
RET001202,POS000763,422,27/11/2024,Size issue,37.26,2,ecom
RET001203,ECOM007410,69,30/11/2024,Size issue,22.48,2,ECOM
RET001204,POS008782,96,2024-09-30,Late delivery,31.26,3,POS
RET001205,POS012731,66,05/06/2024,Changed mind,153.37,1,ecom
RET001206,POS021616,114,11-27-2024,Damaged,136.35,1,ECOM
RET001207,ECOM007886,113,05-10-2024,Damaged,14.32,2,ECOM
RET001208,ECOM008076,488,2024-11-07,Late delivery,146.73,1,ECOM
RET001209,POS014420,271,14/07/2024,Size issue,84.43,3,POS
RET001210,POS022480,100,01-26-2024,Changed mind,187.05,2,ECOM
RET001211,POS018802,97,02/09/2024,Changed mind,145.82,1,pos
RET001212,ECOM005477,98,,Damaged,158.33,1,ECOM
RET001213,ECOM009831,482,10-30-2024,Size issue,22.38,3,pos
RET001214,POS026231,477,08/06/2024,Size issue,17.62,3,ecom
RET001215,POS026071,97,27/10/2024,Damaged,124.41,3,ECOM
RET001216,ECOM002671,469,01-14-2024,Size issue,196.39,1,ecom
RET001217,ECOM007900,32,2024-07-13,Late delivery,135.67,1,POS
RET001218,ECOM004647,285,2024-09-17,Damaged,73.6,2,ECOM
RET001219,POS029063,302,04/11/2024,N/A,29.8,3,POS
RET001220,POS009177,315,11-12-2024,Late delivery,159.97,1,POS
RET001221,ECOM010198,489,2024-07-30,Size issue,186.13,3,ecom
RET001222,POS026256,69,26/03/2024,Changed mind,127.85,3,ECOM
RET001223,POS023595,402,03-05-2024,Late delivery,98.27,3,ECOM
RET001224,ECOM000601,285,2024-10-24,lorem ipsum,168.22,1,ecom
RET001225,ECOM004470,118,27/12/2024,Late delivery,115.15,1,POS
RET001226,POS004538,232,10/04/2024,Damaged,161.27,3,ECOM
RET001227,POS027792,291,2024-03-15,Size issue,88.18,1,ECOM
RET001228,ECOM005853,192,01-17-2024,Changed mind,77.2,3,ECOM
RET001229,POS023812,440,22/05/2024,Size issue,189.94,2,pos
RET001230,POS000084,8,29/11/2024,Changed mind,67.08,1,POS
RET001231,POS003167,328,29/07/2024,Defective,197.44,3,ECOM
RET001232,ECOM014547,402,07/04/2024,Defective,144.46,2,pos
RET001233,POS007979,420,2024-09-15,Late delivery,85.53,1,ECOM
RET001234,POS025212,203,07-17-2024,Changed mind,42.96,2,ecom
RET001235,POS023982,192,06/08/2024,Damaged,166.9,1,pos
RET001236,ECOM013480,37,22/09/2024,Late delivery,118.51,2,pos
RET001237,POS013366,444,01/08/2024,Late delivery,194.62,2,POS
RET001238,ECOM011884,141,04-25-2024,Late delivery,170.75,1,pos
RET001239,ECOM006147,172,25/05/2024,Changed mind,29.23,2,POS
RET001240,ECOM000422,344,2024-06-28,Changed mind,117.13,3,ecom
RET001241,POS005181,212,05/02/2024,Defective,146.56,1,ecom
RET001242,ECOM004061,490,20/01/2024,Damaged,33.33,2,ecom
RET001243,POS009195,381,06-02-2024,Defective,24.52,2,pos
RET001244,ECOM010439,71,19/07/2024,Damaged,195.37,2,pos
RET001245,POS026651,410,,lorem ipsum,109.37,3,pos
RET001246,POS004565,148,10-25-2024,asdf123,75.58,2,pos
RET001247,ECOM014171,390,12/03/2024,N/A,147.12,1,ECOM
RET001248,POS015916,427,02-15-2024,Defective,176.69,2,ecom
RET001249,POS000408,135,06-14-2024,Size issue,172.44,2,POS
RET001250,POS012809,16,2024-09-11,Changed mind,175.14,1,ecom
RET001251,POS029999,346,20/02/2024,Damaged,183.29,3,ecom
RET001252,POS023179,404,2024-02-03,Changed mind,190.43,2,POS
RET001253,ECOM004489,224,16/01/2024,Size issue,100.72,1,ecom
RET001254,POS029781,405,06-09-2024,Size issue,120.44,3,pos
RET001255,POS021476,251,03-24-2024,Size issue,59.77,3,pos
RET001256,ECOM009706,261,2024-11-18,Late delivery,67.17,1,POS
RET001257,POS021253,139,04-16-2024,Damaged,136.81,3,ECOM
RET001258,POS014648,11,15/09/2024,Damaged,157.13,3,POS
RET001259,POS017417,328,09-21-2024,lorem ipsum,194.61,3,pos
RET001260,ECOM006938,143,11/12/2024,Changed mind,67.96,2,POS
RET001261,POS017163,291,03-22-2024,Changed mind,14.68,3,ECOM
RET001262,POS007320,63,11/07/2024,Size issue,14.48,3,ecom
RET001263,POS011744,370,21/03/2024,Damaged,32.08,2,ECOM
RET001264,ECOM004583,472,2024-02-19,Late delivery,178.35,3,ECOM
RET001265,POS018903,454,2024-07-02,Late delivery,95.33,1,ecom
RET001266,ECOM000398,135,05-14-2024,Defective,156.37,3,POS
RET001267,POS013495,476,06-21-2024,???,75.15,3,ECOM
RET001268,POS012190,242,2024-01-21,Late delivery,71.04,2,POS
RET001269,ECOM010255,315,2024-08-30,Damaged,136.7,1,pos
RET001270,POS022866,167,2024-12-04,Changed mind,11.98,3,POS
RET001271,POS006795,196,19/11/2024,Defective,160.27,1,ECOM
RET001272,POS012309,326,25/01/2024,Size issue,53.02,1,POS
RET001273,ECOM012008,377,2024-08-29,Late delivery,198.68,1,ecom
RET001274,ECOM000240,330,11-23-2024,Late delivery,179.64,3,ECOM
RET001275,POS027375,253,31/03/2024,Late delivery,42.93,1,pos
RET001276,POS016579,355,09-14-2024,Changed mind,17.76,2,ecom
RET001277,POS009265,127,09/08/2024,Size issue,126.32,3,ecom
RET001278,POS016325,214,2024-08-03,N/A,87.55,1,ECOM
RET001279,ECOM006102,140,18/11/2024,Defective,140.11,1,ecom
RET001280,ECOM010661,493,16/10/2024,Late delivery,17.03,3,POS
RET001281,ECOM012836,174,06-09-2024,Size issue,166.85,2,ecom
RET001282,POS026522,115,04-14-2024,Damaged,27.57,3,ECOM
RET001283,POS023198,404,10-12-2024,Late delivery,136.5,1,ecom
RET001284,POS021399,153,08/10/2024,Late delivery,97.68,2,pos
RET001285,ECOM009570,359,2024-04-11,Defective,165.91,1,ECOM
RET001286,ECOM008162,405,28/11/2024,Size issue,17.36,1,ecom
RET001287,POS027170,424,20/10/2024,Defective,175.24,2,ecom
RET001288,POS020749,255,29/12/2024,Damaged,43.82,3,POS
RET001289,POS014295,444,09-13-2024,Changed mind,46.59,3,ecom
RET001290,POS002731,82,02-21-2024,Changed mind,100.45,1,pos
RET001291,ECOM000107,60,2024-11-06,Size issue,123.61,3,ecom
RET001292,POS020383,102,09-16-2024,Changed mind,107.81,1,POS
RET001293,ECOM002416,336,04-25-2024,Size issue,68.12,1,ecom
RET001294,ECOM008050,456,10-13-2024,Defective,38.89,1,pos
RET001295,ECOM013034,203,2024-04-05,Defective,168.93,1,pos
RET001296,POS028831,360,,Damaged,116.1,2,ecom
RET001297,POS028898,139,2024-01-31,Defective,28.14,3,ECOM
RET001298,ECOM005635,461,12/12/2024,???,71.17,2,POS
RET001299,ECOM001500,57,2024-04-25,Size issue,171.31,1,POS
RET001300,POS021911,153,,Size issue,162.73,2,ECOM
RET001301,POS009783,358,2024-06-29,Damaged,147.6,2,POS
RET001302,ECOM006819,250,2024-02-03,Late delivery,135.11,3,ecom
RET001303,ECOM006116,376,2024-12-22,Size issue,46.93,1,POS
RET001304,ECOM005178,442,,Late delivery,86.32,1,ecom
RET001305,POS029353,457,2024-04-29,Size issue,188.36,2,ecom
RET001306,POS022700,255,2024-01-08,Size issue,140.04,1,POS
RET001307,POS011700,268,27/08/2024,Late delivery,79.8,3,ECOM
RET001308,POS011332,85,01-19-2024,Size issue,109.59,3,pos
RET001309,POS006503,298,13/08/2024,Damaged,169.4,1,POS
RET001310,ECOM010188,279,23/01/2024,Late delivery,92.6,3,POS
RET001311,ECOM008721,353,03/01/2024,Late delivery,117.69,2,ecom
RET001312,ECOM014015,470,15/06/2024,Damaged,65.03,2,ECOM
RET001313,POS001924,466,30/08/2024,Defective,25.9,2,ecom
RET001314,ECOM006134,471,09-18-2024,Late delivery,87.06,2,POS
RET001315,POS003702,117,,Damaged,137.17,3,pos
RET001316,ECOM012866,154,08-03-2024,Damaged,26.2,1,pos
RET001317,POS020947,456,07/12/2024,Defective,196.6,1,ecom
RET001318,ECOM001880,341,2024-01-07,Damaged,168.13,2,pos
RET001319,POS021825,192,09-10-2024,Changed mind,101.9,2,ecom
RET001320,ECOM003054,340,05/07/2024,Damaged,10.39,2,ecom
RET001321,POS012471,207,02-11-2024,asdf123,114.09,3,ecom
RET001322,POS019687,412,03/12/2024,Defective,47.28,3,ECOM
RET001323,ECOM009755,348,06-03-2024,Defective,16.17,1,POS
RET001324,ECOM008536,368,2024-02-28,N/A,87.02,2,ECOM
RET001325,POS009696,408,06/11/2024,???,79.71,2,pos
RET001326,POS025833,7,06-21-2024,Size issue,117.08,1,ECOM
RET001327,POS019950,456,2024-05-09,Damaged,143.93,2,POS
RET001328,ECOM010108,481,07-20-2024,Size issue,124.26,1,ecom
RET001329,POS001671,414,02/11/2024,Changed mind,147.45,1,ECOM
RET001330,POS020933,497,02-20-2024,Late delivery,166.43,2,pos
RET001331,POS003368,314,08-14-2024,Defective,27.57,1,POS
RET001332,ECOM001309,45,08-02-2024,Size issue,150.07,2,ECOM
RET001333,ECOM012486,434,09-04-2024,Late delivery,54.54,2,pos
RET001334,ECOM013825,156,18/02/2024,Size issue,24.07,2,pos
RET001335,POS003860,137,2024-02-12,Size issue,191.77,3,POS
RET001336,POS004538,28,04-13-2024,Defective,140.73,3,POS
RET001337,POS002471,144,05/07/2024,Changed mind,181.59,3,ECOM
RET001338,POS000001,398,31/10/2024,Defective,161.33,2,ecom
RET001339,ECOM007080,89,2024-01-30,Changed mind,120.19,1,ecom
RET001340,POS016156,47,07-10-2024,N/A,103.87,1,pos
RET001341,ECOM008382,425,19/11/2024,Late delivery,128.17,1,POS
RET001342,ECOM010378,102,27/10/2024,Defective,190.49,2,POS
RET001343,POS027459,24,2024-05-20,Late delivery,105.28,1,ECOM
RET001344,POS026140,305,2024-10-29,Size issue,120.98,3,ecom
RET001345,POS013706,181,01-30-2024,,115.43,3,pos
RET001346,ECOM012667,484,06/02/2024,Damaged,145.64,2,POS
RET001347,ECOM008166,180,02-03-2024,Defective,168.47,1,POS
RET001348,ECOM003076,343,01-15-2024,Late delivery,121.63,3,ecom
RET001349,ECOM009970,408,12-16-2024,Damaged,26.82,1,ecom
RET001350,POS003891,398,2024-06-11,,104.93,1,ECOM
RET001351,ECOM011896,408,2024-07-20,Changed mind,145.94,3,ECOM
RET001352,POS015337,37,05/09/2024,Late delivery,161.84,2,ECOM
RET001353,POS027601,164,03-24-2024,Damaged,58.81,1,ECOM
RET001354,ECOM003992,264,2024-10-31,Changed mind,181.38,1,POS
RET001355,POS019358,282,10/03/2024,Changed mind,138.23,2,ecom
RET001356,POS020623,193,25/01/2024,Defective,15.11,2,POS
RET001357,ECOM009015,373,12-01-2024,Damaged,91.9,1,pos
RET001358,ECOM011790,360,2024-08-18,Changed mind,115.18,3,ECOM
RET001359,POS005813,473,2024-04-25,Damaged,10.58,2,pos
RET001360,POS020682,439,06-28-2024,Late delivery,140.18,1,ecom
RET001361,ECOM013224,379,11-14-2024,Defective,37.34,3,ECOM
RET001362,POS027012,35,27/02/2024,Defective,85.4,3,ecom
RET001363,ECOM003587,455,2024-06-01,N/A,58.52,2,ECOM
RET001364,POS024999,431,02/10/2024,Damaged,25.85,1,ECOM
RET001365,POS014309,183,05-18-2024,Late delivery,53.81,3,POS
RET001366,POS026029,139,16/09/2024,Late delivery,55.43,3,ECOM
RET001367,POS022822,289,10-08-2024,Size issue,138.11,3,ECOM
RET001368,POS004866,365,04-05-2024,,107.36,1,POS
RET001369,POS021955,104,2024-12-28,Defective,96.94,2,POS
RET001370,POS016542,192,19/10/2024,Late delivery,108.7,2,pos
RET001371,POS024282,403,08-09-2024,Defective,44.71,1,pos
RET001372,POS006845,47,11-17-2024,Damaged,102.54,3,pos
RET001373,POS006747,429,2024-11-22,Damaged,73.91,1,ecom
RET001374,POS007505,485,10-11-2024,Late delivery,164.23,2,ecom
RET001375,POS000009,216,02-03-2024,Size issue,180.41,1,POS
RET001376,POS003998,237,06-13-2024,Late delivery,99.82,2,POS
RET001377,POS021492,226,2024-08-18,,101.68,3,POS
RET001378,ECOM002767,231,2024-08-28,Changed mind,146.32,3,pos
RET001379,ECOM007563,267,16/08/2024,Changed mind,194.12,2,POS
RET001380,POS019390,23,08-09-2024,,190.3,3,ecom
RET001381,POS010803,170,2024-08-14,Damaged,165.85,3,ecom
RET001382,POS026489,260,08/07/2024,Defective,44.05,2,ECOM
RET001383,ECOM013908,231,05-02-2024,Changed mind,181.19,2,ECOM
RET001384,ECOM001254,132,06/03/2024,Damaged,92.97,1,ecom
RET001385,POS018478,332,08-07-2024,Damaged,33.99,2,ecom
RET001386,ECOM014398,222,03/12/2024,Changed mind,166.02,2,ecom
RET001387,ECOM002065,37,01/02/2024,Damaged,141.38,2,pos
RET001388,POS002439,60,2024-05-20,Defective,139.09,3,ECOM
RET001389,POS027638,267,05-03-2024,Size issue,85.23,1,ecom
RET001390,ECOM011318,42,06/09/2024,Late delivery,174.07,2,pos
RET001391,POS002987,68,06-15-2024,Size issue,114.7,2,POS
RET001392,POS001194,487,2024-08-22,Changed mind,77.15,2,ecom
RET001393,ECOM000790,291,2024-05-23,Defective,97.05,3,pos
RET001394,POS016082,226,21/05/2024,Changed mind,191.53,2,ecom
RET001395,ECOM005897,202,25/02/2024,Late delivery,129.6,1,POS
RET001396,POS024267,54,2024-04-14,Late delivery,22.6,3,pos
RET001397,ECOM007136,344,2024-01-08,Late delivery,86.74,2,pos
RET001398,ECOM005201,249,09-01-2024,Late delivery,111.23,1,pos
RET001399,POS002701,231,10-23-2024,Late delivery,10.39,2,pos
RET001400,ECOM010164,57,23/07/2024,Late delivery,12.49,3,ecom
RET001401,POS016859,152,10-03-2024,Late delivery,17.25,2,POS
RET001402,POS024956,164,11-13-2024,Damaged,124.11,3,ECOM
RET001403,ECOM004590,123,10-07-2024,Damaged,124.83,3,ECOM
RET001404,POS029131,217,08-12-2024,Size issue,155.92,2,pos
RET001405,POS028940,248,2024-03-10,Damaged,116.9,2,ecom
RET001406,ECOM002126,424,16/08/2024,Damaged,138.97,3,ecom
RET001407,POS023769,201,04-02-2024,Changed mind,188.48,2,pos
RET001408,POS027007,445,2024-09-10,Changed mind,146.54,3,pos
RET001409,ECOM000437,431,12-04-2024,Size issue,32.15,1,POS
RET001410,POS025503,34,11/02/2024,Changed mind,15.14,1,ecom
RET001411,POS019208,208,04-28-2024,Late delivery,176.52,3,ecom
RET001412,POS021906,11,,Defective,94.6,2,POS
RET001413,POS020457,312,2024-09-08,Late delivery,79.86,3,ecom
RET001414,ECOM000599,124,18/03/2024,Defective,91.43,2,ecom
RET001415,ECOM007351,385,2024-12-26,Damaged,177.59,3,POS
RET001416,POS015549,211,10-23-2024,Damaged,156.09,1,ecom
RET001417,POS029321,283,11-28-2024,Damaged,79.33,3,pos
RET001418,POS008774,321,2024-12-17,Size issue,179.02,1,pos
RET001419,ECOM006647,197,12-27-2024,Defective,84.38,3,ecom
RET001420,POS013759,400,10-10-2024,Changed mind,116.97,3,ECOM
RET001421,POS023887,191,2024-03-04,Damaged,174.28,2,ecom
