transaction_id,product_id,quantity,unit_price,line_total
POS000877,265,1,42.31,42.31
POS000877,290,4,28.45,113.80
POS000877,190,4,129.56,518.24
POS000878,68,5,76.12,380.6
POS000878,235,2,142.32,284.64
POS000878,34,5,21.62,108.1
POS000879,127,4.0,15.18,60.72
POS000879,126,4,23.37,93.48
POS000879,326,1,47.86,47.86
POS000880,303,1,54.71,54.71
POS000880,19,3,103.53,310.59
POS000881,254,4,95.56,382.24
POS000881,331,3,107.78,323.34
POS000882,443,3,143.35,430.05
POS000882,58,5,70.63,353.15
POS000882,173,4,81.99,327.96
POS000883,457,3,106.6,319.8
POS000883,73,2,41.11,82.22
POS000883,311,2,78.74,157.48
POS000884,396,3,39.99,119.97
POS000884,134,3,96.95,290.85
POS000885,16,4,29.09,116.36
POS000885,211,2,80.22,160.44
POS000886,280,1,141.37,141.37
POS000886,114,,81.67,
POS000887,24,3,81.27,243.81
POS000887,41,5,116.1,580.5
POS000887,137,2,85.99,171.98
POS000888,281,4,20.87,83.48
POS000888,484,3,88.53,265.59
POS000888,63,5,121.87,609.35
POS000889,82,1,97.22,97.22
POS000889,47,5,33.48,167.4
POS000890,41,1,138.21,138.21
POS000890,30,1,106.05,106.05
POS000890,245,1,55.6,55.6
POS000890,469,3,112.56,337.68
POS000891,55,3,45.97,137.91
POS000891,47,2,139.64,279.28
POS000891,344,3,126.02,378.06
POS000892,455,1,106.3,106.3
POS000892,59,2,81.59,163.18
POS000892,99,3,112.45,337.35
POS000893,266,4,107.08,428.32
POS000893,232,2,109.77,219.54
POS000893,25,2,105.67,211.34
POS000894,329,5,40.43,202.15
POS000894,138,2,132.32,264.64
POS000895,431,2,72.27,144.54
POS000895,149,4,82.67,330.68
POS000895,477,3,45.11,135.33
POS000896,121,5,101.4,507.0
POS000896,188,1,34.15,34.15
POS000897,140,3,97.41,292.23
POS000897,466,2,110.4,220.8
POS000897,198,5,39.12,195.6
POS000897,16,2.0,107.88,215.76
POS000898,299,5,68.13,340.65
POS000898,468,4,17.77,71.08
POS000899,494,1,115.84,115.84
POS000899,226,1.0,136.94,136.94
POS000900,21,1,88.65,88.65
POS000900,244,2,48.07,96.14
POS000900,436,5,95.92,479.6
POS000901,476,1,74.0,74.0
POS000901,397,1,92.45,92.45
POS000901,214,3,23.36,70.08
POS000901,213,1,58.04,58.04
POS000902,155,2.0,93.38,186.76
POS000902,179,3,113.02,339.06
POS000902,224,1,29.01,29.01
POS000902,101,5,31.25,156.25
POS000903,260,1,120.54,120.54
POS000903,374,2,19.56,39.12
POS000904,466,4,33.4,133.6
POS000904,189,1,108.65,108.65
POS000904,338,3,81.2,243.6
POS000905,364,1,94.21,94.21
POS000905,253,4,40.27,161.08
POS000905,100,3,58.41,175.23
POS000906,477,3,46.73,140.19
POS000906,396,2,35.01,70.02
POS000906,352,4,74.54,298.16
POS000907,252,2,140.65,281.3
POS000907,143,1,149.38,149.38
POS000907,470,5,26.19,130.95
POS000908,250,1,60.96,60.96
POS000908,481,4,87.12,348.48
POS000908,385,5,69.86,349.3
POS000909,457,5,103.25,516.25
POS000909,253,1,33.25,33.25
POS000909,433,5,46.61,233.05
POS000909,27,4,149.5,598.0
POS000910,253,1,122.51,122.51
POS000910,190,1,119.85,119.85
POS000910,15,1,115.98,115.98
POS000911,451,5,137.05,685.25
POS000911,273,5,68.51,342.55
POS000912,211,5,67.9,339.5
POS000912,431,2,149.35,298.7
POS000912,379,3,122.64,367.92
POS000913,400,3,60.5,181.5
POS000913,397,4,75.49,301.96
POS000913,158,4,90.96,363.84
POS000914,131,4,51.42,205.68
POS000914,473,2,66.63,133.26
POS000914,109,,138.21,
POS000914,270,4,94.25,377.0
POS000915,14,4,42.67,170.68
POS000915,172,2,24.5,49.0
POS000915,224,5,17.07,85.35
POS000915,198,1,132.91,132.91
POS000916,368,5,102.53,512.65
POS000916,365,5,63.52,317.6
POS000916,341,1,66.66,66.66
POS000917,402,5,21.01,105.05
POS000917,424,2,16.23,32.46
POS000917,483,4,97.2,388.8
POS000918,393,2,53.07,106.14
POS000918,396,4,102.44,409.76
POS000919,359,3,61.56,184.68
POS000919,38,4,89.09,356.36
POS000920,366,3,26.66,79.98
POS000920,372,4.0,33.16,132.64
POS000920,186,3,145.72,437.16
POS000920,283,4,36.39,145.56
POS000921,123,2,50.49,100.98
POS000921,113,4,17.7,70.8
POS000921,211,5,73.18,365.9
POS000922,420,2,42.63,85.26
POS000922,96,5,35.61,178.05
POS000923,101,4,110.3,441.2
POS000923,346,3,46.13,138.39
POS000923,247,5,23.49,117.45
POS000924,67,2,65.59,131.18
POS000924,19,5,85.27,426.35
POS000924,458,4,100.18,400.72
POS000925,451,3,135.06,405.18
POS000925,458,1,107.72,107.72
POS000925,68,3,21.21,63.63
POS000926,432,5,144.54,722.7
POS000926,34,5,137.19,685.95
POS000926,417,3.0,44.89,134.67
POS000926,407,1,79.32,79.32
POS000927,404,1,94.7,94.7
POS000927,409,2,47.16,94.32
POS000927,439,5,134.63,673.15
POS000927,207,5,40.11,200.55
POS000928,482,4,32.03,128.12
POS000928,64,4,40.24,160.96
POS000928,487,2,72.75,145.5
POS000928,339,3,114.5,343.5
POS000929,341,4,86.85,347.4
POS000929,98,2,138.05,276.1
POS000929,201,1,116.84,116.84
POS000930,401,1,33.03,33.03
POS000930,283,2,81.08,162.16
POS000930,479,2,91.48,182.96
POS000930,396,1,64.25,64.25
POS000931,62,4,91.55,366.2
POS000931,444,4,86.63,346.52
POS000931,250,5,37.39,186.95
POS000932,101,1,127.51,127.51
POS000932,397,3,31.51,94.53
POS000932,43,3,28.55,85.65
POS000933,204,3,130.77,392.31
POS000933,30,4,143.47,573.88
POS000933,315,1,79.46,79.46
POS000934,70,4,55.81,223.24
POS000934,409,5,47.61,238.05
POS000934,443,5,130.56,652.8
POS000934,345,2,83.37,166.74
POS000935,382,5,130.75,653.75
POS000935,491,1,84.51,84.51
POS000935,402,4,149.99,599.96
POS000936,412,1,133.88,133.88
POS000936,181,4,59.58,238.32
POS000936,90,5,73.43,367.15
POS000937,316,2,78.94,157.88
POS000937,268,1,28.01,28.01
POS000938,343,3,72.39,217.17
POS000938,375,1,69.02,69.02
POS000938,249,4,25.06,100.24
POS000939,447,5,79.75,398.75
POS000939,473,4,127.64,510.56
POS000939,121,2,136.18,272.36
POS000939,203,4,21.02,84.08
POS000940,211,3.0,32.13,96.39
POS000940,41,4,69.67,278.68
POS000940,128,4,113.27,453.08
POS000940,157,1,61.59,61.59
POS000941,110,2,93.94,187.88
POS000941,467,2,91.02,182.04
POS000941,155,5,36.53,182.65
POS000942,20,1,114.27,114.27
POS000942,191,5,35.58,177.9
POS000943,433,4,40.4,161.6
POS000943,241,3,144.83,434.49
POS000943,211,1,53.88,53.88
POS000944,72,2,72.24,144.48
POS000944,15,1,26.73,26.73
POS000944,419,4,96.7,386.8
POS000945,308,5,81.96,409.8
POS000945,73,4,123.99,495.96
POS000946,371,4,133.85,535.4
POS000946,129,4,103.0,412.0
POS000947,125,3,27.9,83.7
POS000947,478,4,43.13,172.52
POS000948,301,3,138.45,415.35
POS000948,442,3,92.96,278.88
POS000948,359,4,104.82,419.28
POS000949,404,4,145.4,581.6
POS000949,240,1,78.31,78.31
POS000949,465,5,131.97,659.85
POS000950,382,3,60.49,181.47
POS000950,58,4,45.58,182.32
POS000950,447,4,112.86,451.44
POS000951,321,4,55.8,223.2
POS000951,468,,39.01,
POS000951,345,2,64.03,128.06
POS000952,233,3,110.97,332.91
POS000952,377,2,62.7,125.4
POS000952,191,3,125.71,377.13
POS000952,240,4,32.27,129.08
POS000953,150,5,17.75,88.75
POS000953,190,3,116.79,350.37
POS000953,26,3,127.65,382.95
POS000954,297,3,96.29,288.87
POS000954,481,2,15.83,31.66
POS000954,347,1,32.35,32.35
POS000954,271,2,143.4,286.8
POS000955,462,1,85.05,85.05
POS000955,440,2,21.38,42.76
POS000956,155,2,32.93,65.86
POS000956,82,1,120.77,120.77
POS000956,69,4,99.65,398.6
POS000956,60,3,34.82,104.46
POS000957,433,4.0,134.73,538.92
POS000957,49,4,47.5,190.0
POS000957,453,2,118.84,237.68
POS000958,25,4,63.66,254.64
POS000958,34,1,103.76,103.76
POS000958,394,3,118.23,354.69
POS000958,296,2,122.18,244.36
POS000959,219,1,25.28,25.28
POS000959,478,2,52.39,104.78
POS000959,12,5,45.22,226.1
POS000959,218,1,138.3,138.3
POS000960,132,1,50.4,50.4
POS000960,212,2,92.09,184.18
POS000960,339,3,41.17,123.51
POS000961,493,1,100.47,100.47
POS000961,30,5,111.46,557.3
POS000961,472,2,143.19,286.38
POS000962,300,5,105.99,529.95
POS000962,4,5,99.72,498.6
POS000962,328,5,52.27,261.35
POS000963,403,1,99.47,99.47
POS000963,290,1,91.56,91.56
POS000963,13,1,70.93,70.93
POS000964,346,1,25.72,25.72
POS000964,452,2,119.0,238.0
POS000964,170,3,28.5,85.5
POS000965,209,1,139.53,139.53
POS000965,365,1,66.45,66.45
POS000965,416,1,51.96,51.96
POS000966,246,3,111.99,335.97
POS000966,50,3,85.59,256.77
POS000966,338,3,118.57,355.71
POS000967,290,1,106.17,106.17
POS000967,34,4.0,135.15,540.6
POS000967,492,2,32.37,64.74
POS000968,413,2,133.64,267.28
POS000968,344,1,132.76,132.76
POS000968,268,4,107.37,429.48
POS000969,385,4,134.83,539.32
POS000969,132,5,121.01,605.05
POS000969,399,4,127.6,510.4
POS000970,120,4,58.41,233.64
POS000970,189,3,23.82,71.46
POS000970,143,2,116.49,232.98
POS000970,438,2,51.07,102.14
POS000971,197,1,65.01,65.01
POS000971,326,3,140.76,422.28
POS000972,498,1,129.89,129.89
POS000972,90,4,144.87,579.48
POS000972,371,2,143.42,286.84
POS000973,198,1,55.51,55.51
POS000973,266,4,50.92,203.68
POS000974,74,,100.53,
POS000974,72,1,97.56,97.56
POS000974,106,1,123.43,123.43
POS000975,402,5,121.6,608.0
POS000975,316,2,118.39,236.78
POS000975,81,3,147.67,443.01
POS000976,97,3,62.37,187.11
POS000976,484,1.0,81.43,81.43
POS000976,115,3,97.32,291.96
POS000976,355,5,128.14,640.7
POS000977,78,4,119.33,477.32
POS000977,275,3,118.92,356.76
POS000978,156,4,127.43,509.72
POS000978,314,5,95.7,478.5
POS000978,133,2,90.46,180.92
POS000979,51,5,121.87,609.35
POS000979,381,5,70.17,350.85
POS000979,81,3,36.54,109.62
POS000980,239,5,59.89,299.45
POS000980,402,4,86.17,344.68
POS000980,319,3,75.48,226.44
POS000981,199,2,50.0,100.0
POS000981,418,3,136.85,410.55
POS000981,252,4,24.08,96.32
POS000982,252,3.0,137.36,412.08
POS000982,126,1,104.05,104.05
POS000982,112,5,98.01,490.05
POS000983,467,3,72.24,216.72
POS000983,102,1,119.76,119.76
POS000983,243,1,102.64,102.64
POS000984,461,2,31.57,63.14
POS000984,62,5,92.25,461.25
POS000984,371,2,75.71,151.42
POS000984,126,4,111.07,444.28
POS000985,231,4,27.91,111.64
POS000985,33,4,31.41,125.64
POS000985,67,5,50.78,253.9
POS000985,289,5,142.2,711.0
POS000986,448,1,39.69,39.69
POS000986,33,3,36.43,109.29
POS000986,390,1,52.27,52.27
POS000987,405,2,117.16,234.32
POS000987,150,4,33.65,134.6
POS000987,362,5,97.46,487.3
POS000987,484,1,140.23,140.23
POS000988,453,1,53.22,53.22
POS000988,458,5,131.26,656.3
POS000988,96,2,41.18,82.36
POS000989,391,1,49.46,49.46
POS000989,102,1,45.77,45.77
POS000989,257,2,32.46,64.92
POS000990,400,2,72.88,145.76
POS000990,419,3,128.63,385.89
POS000990,201,1.0,134.6,134.6
POS000991,374,4,144.12,576.48
POS000991,406,1,103.58,103.58
POS000992,352,2,15.55,31.1
POS000992,398,1,86.27,86.27
POS000992,182,2,36.37,72.74
POS000992,259,5,101.18,505.9
POS000993,354,1,127.66,127.66
POS000993,369,3,118.81,356.43
POS000993,56,1,47.12,47.12
POS000993,186,2,80.61,161.22
POS000994,115,4,145.38,581.52
POS000994,396,3,112.35,337.05
POS000994,80,2,74.32,148.64
POS000995,1,1,31.54,31.54
POS000995,436,4,48.29,193.16
POS000995,182,4,52.23,208.92
POS000996,216,2,64.83,129.66
POS000996,339,1,133.52,133.52
POS000997,381,2,108.83,217.66
POS000997,282,1,136.99,136.99
POS000998,86,2,60.69,121.38
POS000998,145,3,142.45,427.35
POS000998,25,2,29.91,59.82
POS000998,378,4,33.05,132.2
POS000999,31,2,42.84,85.68
POS000999,398,4,149.62,598.48
POS000999,73,1,94.27,94.27
POS000999,385,1,70.59,70.59
POS001000,142,1,80.63,80.63
POS001000,364,3,120.55,361.65
POS001000,404,1,93.74,93.74
POS001000,281,1,85.41,85.41
POS001001,376,4,62.16,248.64
POS001001,174,2,141.39,282.78
POS001001,441,1,38.78,38.78
POS001002,24,3,89.8,269.4
POS001002,74,5,25.86,129.3
POS001003,405,4,44.38,177.52
POS001003,292,5,65.59,327.95
POS001003,343,3,128.23,384.69
POS001004,425,4,35.64,142.56
POS001004,465,2,145.55,291.1
POS001004,184,3,70.83,212.49
POS001004,490,4,18.25,73.0
POS001005,309,5,117.66,588.3
POS001005,139,4,21.95,87.8
POS001006,134,2,108.95,217.9
POS001006,388,3,26.04,78.12
POS001006,5,2,102.16,204.32
POS001007,418,1,139.27,139.27
POS001007,436,2,81.42,162.84
POS001008,446,4,147.07,588.28
POS001008,336,5,138.6,693.0
POS001009,355,3,145.69,437.07
POS001009,360,1,83.42,83.42
POS001009,147,2,148.29,296.58
POS001010,414,3,87.33,261.99
POS001010,418,2,15.17,30.34
POS001010,19,1,142.53,142.53
POS001010,299,5,81.39,406.95
POS001011,450,3,33.03,99.09
POS001011,494,4,131.12,524.48
POS001012,171,1,38.96,38.96
POS001012,166,5,127.25,636.25
POS001013,42,3,16.51,49.53
POS001013,116,2,133.6,267.2
POS001013,216,3,107.84,323.52
POS001013,336,4,146.26,585.04
POS001014,445,4,105.42,421.68
POS001014,253,1,15.72,15.72
POS001014,112,5,44.82,224.1
POS001014,122,4,79.9,319.6
POS001015,217,1,48.56,48.56
POS001015,391,3,67.75,203.25
POS001016,19,5,120.7,603.5
POS001016,424,5,145.16,725.8
POS001016,404,1.0,58.02,58.02
POS001017,384,5,59.41,297.05
POS001017,178,3,143.17,429.51
POS001017,108,5,57.41,287.05
POS001017,229,1,123.61,123.61
POS001018,163,4,52.72,210.88
POS001018,319,5,108.17,540.85
POS001018,420,5,109.09,545.45
POS001018,157,5,29.74,148.7
POS001019,71,5,24.24,121.2
POS001019,218,2,73.19,146.38
POS011324,7,4,87.04,348.16
POS011324,263,4,112.88,451.52
POS011324,492,3,89.57,268.71
POS001021,317,3,107.76,323.28
POS001021,175,2,97.45,194.9
POS001021,399,,74.54,
POS001022,156,5,102.2,511.0
POS001022,426,2,87.64,175.28
POS001023,312,1,121.5,121.5
POS001023,222,4,40.92,163.68
POS001023,155,4,86.26,345.04
POS001023,379,3,104.68,314.04
POS001024,84,1,103.03,103.03
POS001024,391,3,112.05,336.15
POS001024,144,3,22.23,66.69
POS001024,219,1,41.77,41.77
POS001025,223,2,111.98,223.96
POS001025,188,3,124.95,374.85
POS001026,402,2,94.1,188.2
POS001026,472,3,109.04,327.12
POS001026,218,2,52.62,105.24
POS001026,478,1,102.5,102.5
POS001027,171,4,84.31,337.24
POS001027,95,,112.27,
POS001027,460,2,121.61,243.22
POS001027,218,1,71.15,71.15
POS001028,419,5,89.61,448.05
POS001028,278,3,129.24,387.72
POS001028,122,2,48.2,96.4
POS001029,418,2,142.17,284.34
POS001029,160,5,71.19,355.95
POS001029,277,4,105.58,422.32
POS001030,100,4,87.78,351.12
POS001030,67,4,90.25,361.00
POS001030,256,4,118.37,473.48
POS001031,119,5,40.86,204.3
POS001031,91,5,67.8,339.0
POS001032,234,4,122.76,491.04
POS001032,71,5,87.0,435.0
POS001032,360,4,28.83,115.32
POS001033,469,2,48.55,97.1
POS001033,252,5,24.23,121.15
POS001033,112,2,105.78,211.56
POS001034,457,2,132.61,265.22
POS001034,391,1,41.08,41.08
POS001034,201,3,82.3,246.9
POS001035,364,1,124.16,124.16
POS001035,110,4,52.44,209.76
POS001035,315,3,75.28,225.84
POS001035,174,3,81.97,245.91
POS001036,195,4,115.47,461.88
POS001036,383,1,91.25,91.25
POS001036,440,4,108.03,432.12
POS001037,149,4,82.64,330.56
POS001037,33,3,43.46,130.38
POS001038,286,5,93.17,465.85
POS001038,404,2,112.82,225.64
POS001038,451,4,137.69,550.76
POS001039,53,1,122.69,122.69
POS001039,293,1,103.78,103.78
POS001039,277,1,115.75,115.75
POS001040,137,3,28.09,84.27
POS001040,340,4,81.01,324.04
POS001040,419,5,41.49,207.45
POS001041,255,2,16.22,32.44
POS001041,397,4,145.46,581.84
POS001041,175,4,47.1,188.4
POS001042,434,4,18.43,73.72
POS001042,100,1,104.95,104.95
POS001042,477,4,98.16,392.64
POS001042,365,1,115.65,115.65
POS001043,465,2,103.19,206.38
POS001043,236,3,44.99,134.97
POS001043,304,5,143.91,719.55
POS001044,433,5,144.29,721.45
POS001044,165,3,129.55,388.65
POS001044,452,2,60.0,120.0
POS001045,318,3,82.16,246.48
POS001045,29,1,40.9,40.9
POS001045,431,1,18.69,18.69
POS001046,312,2,129.25,258.5
POS001046,309,4,34.39,137.56
POS001046,289,2,91.89,183.78
POS001047,109,5,32.13,160.65
POS001047,166,1,38.17,38.17
POS001048,42,1,112.98,112.98
POS001048,74,2,96.42,192.84
POS001048,449,2,31.94,63.88
POS001049,279,2,142.65,285.3
POS001049,486,5,66.29,331.45
POS001049,272,1,22.25,22.25
POS001050,75,1,18.47,18.47
POS001050,424,1,74.78,74.78
POS001050,142,1,21.42,21.42
POS001050,97,2,79.63,159.26
POS001051,411,3,69.02,207.06
POS001051,177,4,76.11,304.44
POS001051,292,5,79.47,397.35
POS001052,453,2,53.11,106.22
POS001052,305,5,58.68,293.4
POS001052,106,2,138.37,276.74
POS001053,1,1,66.76,66.76
POS001053,224,5.0,123.26,616.3
POS001053,211,2,134.39,268.78
POS001053,125,2,22.55,45.1
POS001054,114,1,127.81,127.81
POS001054,433,2,69.94,139.88
POS001054,205,5,142.83,714.15
POS001055,429,1,21.56,21.56
POS001055,429,1,35.51,35.51
POS001055,59,1,103.65,103.65
POS001056,328,2,99.22,198.44
POS001056,124,4,115.97,463.88
POS001056,410,2,140.16,280.32
POS001056,26,2,33.75,67.5
POS001057,448,3,126.21,378.63
POS001057,100,4,109.74,438.96
POS001057,145,1,46.64,46.64
POS001058,115,4,104.35,417.4
POS001058,402,4,39.52,158.08
POS001058,488,3,57.12,171.36
POS001059,294,1,18.23,18.23
POS001059,81,5,139.73,698.65
POS001060,379,5,126.77,633.85
POS001060,108,5,144.07,720.35
POS001060,424,1,19.31,19.31
POS001061,16,5,46.45,232.25
POS001061,252,1,102.54,102.54
POS001061,316,4,78.27,313.08
POS001062,94,2,86.0,172.0
POS001062,76,1,27.76,27.76
POS001063,391,5,46.76,233.8
POS001063,220,4,137.68,550.72
POS001063,461,5,134.82,674.1
POS001063,475,1,18.75,18.75
POS001064,120,4,112.4,449.6
POS001064,222,2,77.74,155.48
POS001064,418,2,89.6,179.20
POS001064,471,1,121.04,121.04
POS001065,487,4,87.82,351.28
POS001065,256,4,45.47,181.88
POS001065,194,3,99.69,299.07
POS001066,376,1,24.44,24.44
POS001066,479,4,41.22,164.88
POS001067,447,,69.48,
POS001067,204,5,54.34,271.7
POS001067,244,4,108.47,433.88
POS003173,128,2,51.1,102.2
POS003173,101,5,51.66,258.3
POS001069,145,4,48.84,195.36
POS001069,297,1,93.95,93.95
POS001069,60,4,61.42,245.68
POS001070,432,2,103.53,207.06
POS001070,229,5,47.11,235.55
POS001071,202,3,119.2,357.6
POS001071,188,2,134.93,269.86
POS001071,77,2,125.7,251.4
POS001071,224,1,114.71,114.71
POS001072,335,1,30.62,30.62
POS001072,81,2,40.27,80.54
POS001072,98,1,26.53,26.53
POS001073,340,1,73.97,73.97
POS001073,488,5,133.4,667.0
POS001074,112,5,139.18,695.9
POS001074,395,2,30.88,61.76
POS001074,495,5,45.58,227.9
POS001074,261,4,130.43,521.72
POS001075,182,2,83.77,167.54
POS001075,54,4,106.61,426.44
POS001075,90,5,89.91,449.55
POS001076,125,2,114.51,229.02
POS001076,104,3,91.8,275.4
POS001077,372,1,59.54,59.54
POS001077,114,1,71.37,71.37
POS001078,208,2,127.16,254.32
POS001078,435,1,45.2,45.2
POS001078,408,5,19.71,98.55
POS001079,294,1,144.94,144.94
POS001079,483,2,124.52,249.04
POS001079,491,2,86.2,172.4
POS001079,44,2,48.01,96.02
POS001080,306,2,23.17,46.34
POS001080,51,4,68.36,273.44
POS001080,361,3,104.47,313.41
POS001081,80,4,52.96,211.84
POS001081,437,3,72.75,218.25
POS001082,442,4,145.69,582.76
POS001082,144,5,98.71,493.55
POS001082,252,5,72.76,363.8
POS001082,389,5,138.89,694.45
POS001083,487,1,140.37,140.37
POS001083,263,5,66.0,330.0
POS001083,71,5,116.1,580.5
POS001084,252,1,103.72,103.72
POS001084,372,2,112.02,224.04
POS001084,374,1,113.61,113.61
POS001085,384,1,88.97,88.97
POS001085,320,3,92.34,277.02
POS001085,261,4,62.23,248.92
POS001086,439,5.0,34.18,170.9
POS001086,351,5,95.76,478.80
POS001086,33,1,110.14,110.14
POS001087,51,5,105.37,526.85
POS001087,243,2,18.28,36.56
POS001087,226,2,50.71,101.42
POS001088,277,5,142.67,713.35
POS001088,202,4,90.48,361.92
POS001088,201,2,134.85,269.7
POS001089,235,5,23.53,117.65
POS001089,97,3,119.79,359.37
POS001090,290,2,139.42,278.84
POS001090,44,1,93.4,93.4
POS001090,52,4,39.4,157.6
POS001091,205,1,87.19,87.19
POS001091,22,5,80.04,400.2
POS001091,188,1,133.49,133.49
POS001092,234,3,114.72,344.16
POS001092,500,5,144.86,724.3
POS001093,89,2.0,72.67,145.34
POS001093,144,3,52.4,157.2
POS001093,187,1,140.86,140.86
POS001093,225,2,142.75,285.5
POS001094,434,3,93.92,281.76
POS001094,498,2,112.35,224.7
POS001094,188,3,25.52,76.56
POS001094,273,3,145.1,435.3
POS001095,183,4,117.83,471.32
POS001095,311,4,84.83,339.32
POS001095,390,3,56.39,169.17
POS001096,415,3,109.87,329.61
POS001096,337,2,141.36,282.72
POS001096,85,4,41.63,166.52
POS001096,432,3,70.73,212.19
POS001097,45,2,54.21,108.42
POS001097,146,5,97.82,489.1
POS001097,436,1,148.1,148.1
POS001098,180,1,119.3,119.3
POS001098,398,4,96.79,387.16
POS001098,371,2,130.61,261.22
POS001099,263,4,134.91,539.64
POS001099,302,5,49.62,248.1
POS001100,53,4,29.64,118.56
POS001100,498,4,22.46,89.84
POS001100,30,2,56.44,112.88
POS001101,224,5,56.89,284.45
POS001101,65,4,91.39,365.56
POS001101,122,4,115.38,461.52
POS001102,44,5,122.51,612.55
POS001102,496,2,130.72,261.44
POS001103,150,4,88.07,352.28
POS001103,478,1,69.88,69.88
POS001103,400,5,57.87,289.35
POS001104,276,2,141.14,282.28
POS001104,480,3,53.1,159.3
POS001104,351,4,92.3,369.2
POS001104,240,5,94.05,470.25
POS001105,4,5,134.1,670.5
POS001105,184,1,130.47,130.47
POS001106,457,5,69.97,349.85
POS001106,186,3,145.57,436.71
POS001106,372,4,119.43,477.72
POS001107,472,5,117.13,585.65
POS001107,121,2,101.86,203.72
POS001108,169,3,140.78,422.34
POS001108,325,3,101.23,303.69
POS001108,316,1,134.76,134.76
POS001108,260,4,129.29,517.16
POS001109,94,4,149.88,599.52
POS001109,51,1,15.66,15.66
POS001109,127,5,42.77,213.85
POS001110,328,5,120.96,604.8
POS001110,495,1,30.99,30.99
POS001111,151,5,89.26,446.3
POS001111,422,2,93.77,187.54
POS001111,373,3,39.9,119.7
POS001112,231,2,58.31,116.62
POS001112,369,3,47.28,141.84
POS001112,326,3,33.76,101.28
POS001112,218,4,40.78,163.12
POS001113,119,5,45.14,225.7
POS001113,275,1,100.68,100.68
POS001114,238,1,50.52,50.52
POS001114,46,1,34.92,34.92
POS001115,414,1,57.29,57.29
POS001115,291,4,22.37,89.48
POS001116,112,2,16.75,33.5
POS001116,159,5,70.86,354.3
POS001116,10,5,78.14,390.7
POS001117,63,5,111.42,557.1
POS001117,419,5,87.58,437.9
POS001118,363,1,143.0,143.0
POS001118,235,5,112.28,561.4
POS001119,255,5,123.51,617.55
POS001119,436,1,120.95,120.95
POS001119,314,4,116.0,464.0
POS001120,191,2,80.84,161.68
POS001120,444,5,115.51,577.55
POS001120,327,1,130.69,130.69
POS001120,458,4,82.4,329.6
POS001121,172,5,56.03,280.15
POS001121,142,2,47.38,94.76
POS001121,317,2,134.65,269.3
POS001122,370,5,112.98,564.9
POS001122,99,5,143.71,718.55
POS001123,312,2,115.36,230.72
POS001123,16,3,143.36,430.08
POS001123,208,5,104.65,523.25
POS001123,365,4,64.25,257.0
POS001124,210,2,75.71,151.42
POS001124,360,1,129.42,129.42
POS001124,306,5,87.29,436.45
POS001125,128,2,110.94,221.88
POS001125,58,5,87.46,437.3
POS001125,397,4,81.51,326.04
POS001126,209,3,95.2,285.6
POS001126,373,2,138.46,276.92
POS001126,459,2,53.43,106.86
POS001126,34,5,93.69,468.45
POS001127,283,2,45.16,90.32
POS001127,364,4,85.82,343.28
POS001127,155,4,126.15,504.6
POS001127,39,2,120.76,241.52
POS001128,234,2,77.5,155.0
POS001128,6,4,106.05,424.2
POS001129,318,1,86.0,86.0
POS001129,356,5.0,137.7,688.5
POS001129,167,4.0,37.67,150.68
POS001130,397,1,113.23,113.23
POS001130,154,2,95.29,190.58
POS001130,301,1,94.95,94.95
POS001130,405,2,149.45,298.9
POS001131,24,4,130.83,523.32
POS001131,210,4.0,17.95,71.8
POS001131,159,1,69.97,69.97
POS001131,164,1,65.36,65.36
POS001132,91,2,127.93,255.86
POS001132,226,3,56.5,169.5
POS001132,447,2,98.62,197.24
POS001133,443,3,21.71,65.13
POS001133,163,3,134.32,402.96
POS001133,428,4,79.23,316.92
POS001134,243,1,35.15,35.15
POS001134,52,1,45.65,45.65
POS001134,167,2,78.09,156.18
POS001135,87,3,134.63,403.89
POS001135,464,1,144.05,144.05
POS001135,248,4,136.73,546.92
POS001135,422,3,50.86,152.58
POS001136,457,5,53.67,268.35
POS001136,254,4.0,100.13,400.52
POS001136,406,5,101.51,507.55
POS001136,241,4.0,80.08,320.32
POS001137,86,3,102.58,307.74
POS001137,230,3,60.02,180.06
POS001138,315,5,70.43,352.15
POS001138,130,3,25.31,75.93
POS001138,143,2,139.63,279.26
POS001139,406,4,120.37,481.48
POS001139,218,5.0,79.7,398.5
POS001139,193,3,118.27,354.81
POS001140,345,1,57.39,57.39
POS001140,490,4,97.0,388.0
POS001141,272,5,35.86,179.3
POS001141,360,5,50.53,252.65
POS001142,190,3,113.94,341.82
POS001142,96,4,48.03,192.12
POS001142,95,3,142.76,428.28
POS001143,498,4,46.49,185.96
POS001143,115,3,117.9,353.7
POS001143,487,3,109.56,328.68
POS001144,94,4.0,97.33,389.32
POS001144,153,2,68.34,136.68
POS001144,334,2,67.39,134.78
POS001145,420,4,32.51,130.04
POS001145,341,2,93.12,186.24
POS001145,69,3,91.97,275.91
POS001146,119,5,94.22,471.1
POS001146,367,1,129.84,129.84
POS001147,11,1,97.09,97.09
POS001147,117,1,36.91,36.91
POS001148,388,1,115.5,115.5
POS001148,196,1,96.45,96.45
POS001148,481,5,135.55,677.75
POS001149,191,5,90.74,453.7
POS001149,197,3,29.45,88.35
POS001149,247,4,94.13,376.52
POS001149,29,2,135.15,270.3
POS001150,147,5,142.51,712.55
POS001150,127,4,73.32,293.28
POS001150,263,3,40.06,120.18
POS001151,166,4,137.59,550.36
