order_id,customer_id,order_timestamp,order_status,channel,shipping_cost,total_amount,discount_amount,device_type,traffic_source
ECOM003171,CUST04587,2024-10-10 16:52:00,Completed,MARKETPLACE,19.26,113.39,6.47,desktop,Email
ECOM003172,CUST07277,2024/09/29 01:08 AM,CANCELLED,MARKETPLACE,12.51,202.79,11.29,mobile,Direct
ECOM003173,CUST02494,2024-02-15 20:57:00,Complete,MARKETPLACE,10.06,46.79,3.02,desktop,Direct
ECOM003174,CUST10540,2024-10-26 02:14:00,completed,WEB,8.91,70.71,6.53,mobile,Instagram
ECOM003175,CUST08829,2024/03/27 04:27 PM,Cancelled,WEB,13.95,313.85,46.62,mobile,Email
ECOM003176,CUST05893,15-09-2024 20:30,COMPLETED,MOBILE_APP,12.29,30.81,4.76,Mobile,Referral
ECOM003177,CUST07290,15-01-2024 04:54,completed,WEB,2.55,104.18,2.57,MOBILE,Google
ECOM003178,CUST11366,15-06-2024 09:17,pending,MOBILE_APP,0.57,235.7,3.02,desktop,Instagram
ECOM003179,CUST05744,18-10-2024 18:04,CANCELLED,WEB,19.75,285.0,2.24,mobile,Google
ECOM003180,CUST04702,2024/05/12 05:51 AM,completed,MARKETPLACE,15.86,315.61,3.5,mobile,Referral
ECOM003181,CUST10340,20-11-2024 04:28,cancelled,MOBILE_APP,19.75,124.54,13.13,desktop,Google
ECOM003182,CUST07250,22-01-2024 04:37,cancelled,WEB,10.76,259.1,16.06,Tablet,Direct
ECOM003183,CUST01391,08/29/2024 17:57,Complete,MOBILE_APP,12.46,356.48,2.5,Desktop,Referral
ECOM003184,CUST04639,08/02/2024 07:49,PENDING,MOBILE_APP,3.46,38.11,7.1,mobile,Facebook
ECOM003185,CUST10797,2024-03-11 23:59:00,Completed,WEB,0.98,63.41,8.54,Tablet,Email
ECOM003186,CUST03168,2024/04/16 02:15 AM,completed,WEB,11.68,304.14,15.49,mobile,Instagram
ECOM003187,CUST09711,22-11-2024 01:59,PENDING,WEB,9.41,95.31,5.76,Desktop,Email
ECOM003188,CUST06497,2024-10-15 00:43:00,pending,WEB,7.14,227.0,41.37,Desktop,Email
ECOM003189,CUST09145,2024/02/06 10:15 PM,completed,MOBILE_APP,10.39,54.74,0.96,mobile,Google
ECOM003190,CUST10215,06/13/2024 15:43,COMPLETED,MARKETPLACE,8.45,284.9,5.0,Desktop,Referral
ECOM003191,CUST01956,06-12-2024 23:38,PENDING,MOBILE_APP,2.05,374.98,68.57,Desktop,Facebook
ECOM003192,CUST09773,2024-06-01 12:28:00,COMPLETE,MOBILE_APP,14.29,326.42,5.25,desktop,Facebook
ECOM003193,CUST11320,2024-07-04 07:48:00,Cancelled,WEB,16.49,63.54,8.1,MOBILE,Email
ECOM003194,CUST02470,11/08/2024 20:04,Cancelled,MOBILE_APP,1.75,211.58,7.47,Tablet,Facebook
ECOM003195,CUST02013,2024/04/07 06:27 PM,pending,MARKETPLACE,15.5,226.7,2.21,Desktop,Direct
ECOM003196,CUST01973,20-10-2024 16:31,pending,MARKETPLACE,14.17,25.3,1.59,mobile,Direct
ECOM003197,CUST10560,25-10-2024 12:15,pending,WEB,1.68,298.23,35.44,mobile,Referral
ECOM003198,CUST02159,2024/05/27 11:41 PM,completed,MARKETPLACE,2.81,259.63,51.38,MOBILE,Google
ECOM003199,CUST07246,2024/03/23 11:22 AM,Complete,WEB,8.88,152.36,5.62,MOBILE,Direct
ECOM003200,CUST11442,2024/06/24 10:14 AM,Pending,WEB,17.58,356.84,7.44,desktop,Referral
ECOM003201,CUST02902,2024-09-18 13:17:00,completed,WEB,6.35,377.84,52.64,desktop,Email
ECOM003202,CUST07473,02/22/2024 18:06,pending,MOBILE_APP,16.74,146.91,18.96,Mobile,Email
ECOM003203,CUST11712,09/12/2024 13:29,pending,WEB,0.4,245.23,23.58,Mobile,Google
ECOM003204,CUST10464,18-12-2024 23:29,PENDING,MARKETPLACE,6.77,,,Mobile,Google
ECOM003205,CUST00202,05/26/2024 04:35,Cancelled,WEB,16.9,299.85,6.52,desktop,Google
ECOM003206,CUST05917,2024/08/01 12:01 PM,Pending,WEB,0.74,198.02,12.76,mobile,Direct
ECOM003207,CUST01006,09/10/2024 22:34,completed,MOBILE_APP,12.53,,,Mobile,Google
ECOM003208,CUST05014,2024/06/08 04:00 PM,completed,MOBILE_APP,2.89,178.03,31.1,mobile,Email
ECOM003209,CUST01001,15-11-2024 01:19,CANCELLED,WEB,0.3,343.14,60.31,Tablet,Instagram
ECOM003210,CUST01783,2024-12-04 03:47:00,COMPLETE,WEB,15.86,268.33,53.05,desktop,Google
ECOM003211,CUST05612,2024-07-24 23:01:00,Complete,WEB,17.28,198.66,1.47,MOBILE,Email
ECOM003212,CUST08896,12/11/2024 17:03,pending,MOBILE_APP,5.7,233.55,25.82,Tablet,Direct
ECOM003213,CUST05965,14-01-2024 01:32,pending,MARKETPLACE,18.42,147.28,28.27,Tablet,Facebook
ECOM003214,CUST05712,05-12-2024 02:24,Pending,WEB,15.39,267.94,3.08,Mobile,Referral
ECOM003215,CUST11617,10/17/2024 04:10,completed,MOBILE_APP,9.13,131.81,14.36,Tablet,Instagram
ECOM003216,CUST04655,2024/01/10 09:41 PM,Pending,MARKETPLACE,11.16,179.63,11.78,Mobile,Email
ECOM003217,CUST04131,04/03/2024 00:54,cancelled,MARKETPLACE,7.4,57.96,9.99,Mobile,Direct
ECOM003218,CUST07574,2024-07-24 23:19:00,COMPLETED,MARKETPLACE,9.45,,,desktop,Instagram
ECOM003219,CUST05890,09/09/2024 17:46,cancelled,MARKETPLACE,9.86,202.16,4.87,mobile,Referral
ECOM003220,CUST01303,01/12/2024 15:42,COMPLETED,MOBILE_APP,14.13,322.09,11.68,desktop,Direct
ECOM003221,CUST05467,03-12-2024 12:40,Completed,WEB,10.0,395.91,48.39,Mobile,Referral
ECOM003222,CUST08968,30-06-2024 02:11,completed,WEB,8.47,109.87,17.81,mobile,Email
ECOM003223,CUST06384,2024/12/14 05:45 AM,COMPLETE,WEB,3.63,200.77,36.43,desktop,Instagram
ECOM003224,CUST07345,16-03-2024 19:52,Complete,MOBILE_APP,1.76,237.78,32.87,desktop,Referral
ECOM003225,CUST09847,04-10-2024 14:01,cancelled,WEB,11.14,,,mobile,Email
ECOM003226,CUST08816,2024/05/18 08:48 PM,PENDING,WEB,4.0,211.43,27.68,desktop,Email
ECOM003227,CUST03343,03-03-2024 17:58,completed,MOBILE_APP,16.65,113.63,18.37,Mobile,Email
ECOM003228,CUST03845,09/26/2024 06:40,Completed,MARKETPLACE,14.06,254.27,26.73,desktop,Google
ECOM003229,CUST03308,2024-10-09 03:22:00,completed,MARKETPLACE,17.19,,,MOBILE,Google
ECOM003230,CUST04885,2024/05/31 02:55 PM,complete,WEB,10.95,244.15,16.49,mobile,Google
ECOM003231,CUST03003,12/07/2024 07:50,CANCELLED,WEB,12.02,366.84,18.34,Desktop,Google
ECOM003232,CUST06969,05/21/2024 16:21,Completed,WEB,13.4,251.3,4.8,MOBILE,Direct
ECOM003233,CUST03617,09/22/2024 02:03,pending,MOBILE_APP,4.15,,,mobile,Facebook
ECOM003234,CUST01130,12-06-2024 02:01,PENDING,WEB,13.9,39.43,0.24,desktop,Instagram
ECOM003235,CUST09719,2024/11/20 12:19 AM,cancelled,WEB,0.33,63.99,6.98,mobile,Direct
ECOM003236,CUST06316,2024/08/06 04:30 PM,PENDING,MOBILE_APP,4.05,261.61,3.86,desktop,Referral
ECOM003237,CUST02576,2024/06/22 11:22 PM,Pending,MARKETPLACE,9.06,,,Mobile,Email
ECOM003238,CUST02409,09/17/2024 12:16,COMPLETE,MARKETPLACE,12.56,230.54,41.29,Desktop,Referral
ECOM003239,CUST10832,03/31/2024 12:03,Completed,MOBILE_APP,2.83,89.0,5.44,mobile,Direct
ECOM003240,CUST11832,2024-04-24 09:36:00,PENDING,MOBILE_APP,13.91,42.71,8.29,Tablet,Instagram
ECOM003241,CUST08288,01/25/2024 20:26,cancelled,MOBILE_APP,1.17,246.94,21.7,desktop,Google
ECOM003242,CUST01173,2024-08-08 10:44:00,PENDING,WEB,9.46,66.6,9.28,desktop,Direct
ECOM003243,CUST07678,2024/09/27 04:02 PM,COMPLETE,MOBILE_APP,18.67,107.13,2.01,Desktop,Facebook
ECOM003244,CUST07507,2024-10-18 08:05:00,Complete,WEB,7.66,114.2,6.96,Desktop,Direct
ECOM003245,CUST08930,2024/01/23 06:51 AM,COMPLETED,WEB,10.03,143.78,19.02,Mobile,Google
ECOM003246,CUST01091,2024/03/23 08:07 PM,complete,MARKETPLACE,9.15,265.96,28.57,MOBILE,Referral
ECOM003247,CUST04499,2024/09/08 04:27 PM,cancelled,MOBILE_APP,1.91,27.31,4.85,MOBILE,Facebook
ECOM003248,CUST08123,03/18/2024 23:07,Pending,MARKETPLACE,17.42,281.09,27.79,Mobile,Google
ECOM003249,CUST07623,15-05-2024 13:52,completed,WEB,9.35,129.15,0.26,desktop,Direct
ECOM003250,CUST06770,02-09-2024 21:49,Complete,MOBILE_APP,4.46,243.3,2.79,Tablet,Email
ECOM003251,CUST09041,25-02-2024 04:05,pending,MOBILE_APP,1.44,183.0,26.04,mobile,Google
ECOM003252,CUST04266,2024/10/26 10:41 PM,COMPLETE,MARKETPLACE,17.68,122.77,20.92,Tablet,Referral
ECOM003253,CUST03635,07/01/2024 14:29,Complete,MOBILE_APP,13.24,342.0,40.98,Tablet,Google
ECOM003254,CUST01370,02/09/2024 10:48,Complete,WEB,17.41,23.12,1.05,MOBILE,Email
ECOM003255,CUST07493,2024/10/02 05:13 PM,Pending,MOBILE_APP,19.56,386.82,24.96,mobile,Facebook
ECOM003256,CUST01034,03/22/2024 12:17,pending,WEB,15.08,350.66,30.3,mobile,Email
ECOM003257,CUST05978,2024-07-04 19:54:00,completed,WEB,8.81,47.26,4.79,mobile,Google
ECOM003258,CUST00918,09-02-2024 11:14,COMPLETE,WEB,7.63,110.17,12.45,mobile,Direct
ECOM003259,CUST00697,2024-02-10 01:38:00,cancelled,WEB,11.99,358.12,58.68,Desktop,Google
ECOM003260,CUST11485,07/03/2024 19:28,COMPLETED,MOBILE_APP,5.07,,,MOBILE,Direct
ECOM003261,CUST07509,2024/06/28 04:33 PM,Cancelled,MARKETPLACE,13.63,200.49,30.9,Tablet,Google
ECOM003262,CUST03651,2024/10/03 07:12 PM,Complete,MARKETPLACE,19.22,235.71,4.37,Mobile,Instagram
ECOM003263,CUST06167,17-04-2024 11:37,Pending,WEB,17.49,32.91,6.44,Tablet,Facebook
ECOM003264,CUST06406,2024/02/23 02:25 PM,CANCELLED,WEB,10.9,272.74,53.04,Desktop,Email
ECOM003265,CUST11969,09/24/2024 08:37,complete,MARKETPLACE,13.01,190.8,4.35,MOBILE,Direct
ECOM003266,CUST08702,11-02-2024 20:17,CANCELLED,WEB,1.66,370.58,0.74,desktop,Email
ECOM003267,CUST09941,10/06/2024 07:52,cancelled,MARKETPLACE,12.96,106.45,14.37,desktop,Google
ECOM003268,CUST04733,2024/12/28 08:45 PM,completed,WEB,18.85,138.32,16.9,mobile,Referral
ECOM003269,CUST06810,31-10-2024 12:25,cancelled,MOBILE_APP,13.37,105.67,12.47,Tablet,Direct
ECOM003270,CUST08074,2024/01/09 05:30 AM,pending,MARKETPLACE,14.8,381.9,71.09,Mobile,Instagram
ECOM003271,CUST10606,2024-02-16 21:14:00,Complete,MOBILE_APP,0.56,239.05,33.89,Mobile,Direct
ECOM003272,CUST09844,05/21/2024 02:32,completed,MOBILE_APP,5.03,266.82,23.29,mobile,Direct
ECOM003273,CUST10180,02/15/2024 03:42,PENDING,MARKETPLACE,14.55,303.39,2.39,Tablet,Google
ECOM003274,CUST06215,10-02-2024 16:34,completed,WEB,4.51,332.11,15.57,Desktop,Facebook
ECOM003275,CUST00218,2024-08-08 17:51:00,completed,MOBILE_APP,4.65,339.27,27.9,MOBILE,Email
ECOM003276,CUST01372,2024/07/05 08:04 PM,Complete,MARKETPLACE,5.33,249.83,5.7,Tablet,Direct
ECOM003277,CUST07738,09/25/2024 19:57,PENDING,WEB,6.94,133.9,17.59,desktop,Direct
ECOM003278,CUST05690,2024/11/28 12:14 AM,Completed,MARKETPLACE,9.7,69.94,6.49,Desktop,Instagram
ECOM003279,CUST00305,18-05-2024 09:03,pending,MOBILE_APP,4.22,100.8,19.01,MOBILE,Direct
ECOM003280,CUST06292,11/22/2024 15:53,Cancelled,MARKETPLACE,7.72,142.58,19.13,desktop,Instagram
ECOM003281,CUST04214,27-01-2024 05:05,Completed,MARKETPLACE,16.18,243.41,12.02,desktop,Referral
ECOM003282,CUST02550,02/15/2024 22:33,Pending,WEB,14.96,261.93,2.83,desktop,Referral
ECOM003283,CUST09031,09/28/2024 10:09,Cancelled,MOBILE_APP,8.76,149.84,29.54,mobile,Referral
ECOM003284,CUST05405,2024-11-29 02:44:00,pending,MOBILE_APP,18.09,23.41,3.81,desktop,Instagram
ECOM003285,CUST10796,2024-03-05 02:16:00,completed,WEB,10.11,130.12,8.51,MOBILE,Direct
ECOM003286,CUST08251,2024-04-19 11:18:00,CANCELLED,MARKETPLACE,9.24,,,Desktop,Instagram
ECOM003287,CUST11588,13-09-2024 16:16,completed,MOBILE_APP,18.81,363.58,66.41,Mobile,Facebook
ECOM003288,CUST09588,2024/02/19 11:12 PM,completed,WEB,4.12,163.44,19.21,Mobile,Direct
ECOM003289,CUST11768,2024/02/24 06:48 AM,pending,MOBILE_APP,3.32,332.31,37.48,MOBILE,Facebook
ECOM003290,CUST00397,24-05-2024 03:21,Completed,MOBILE_APP,16.02,71.5,11.39,Tablet,Email
ECOM003291,CUST04337,12/18/2024 20:47,Completed,WEB,10.62,64.9,12.38,Mobile,Direct
ECOM003292,CUST03948,2024/12/17 07:57 AM,Pending,MOBILE_APP,7.72,104.14,14.87,Desktop,Referral
ECOM003293,CUST07004,2024/10/07 09:36 PM,Cancelled,MARKETPLACE,16.91,,,Tablet,Email
ECOM003294,CUST03532,10/12/2024 22:23,CANCELLED,MARKETPLACE,5.13,257.23,5.05,mobile,Direct
ECOM003295,CUST04473,07/14/2024 15:58,cancelled,WEB,10.02,350.81,56.37,mobile,Facebook
ECOM003296,CUST03581,2024/12/19 08:49 PM,Complete,WEB,6.06,302.62,8.01,MOBILE,Direct
ECOM003297,CUST04441,05/07/2024 23:55,PENDING,MOBILE_APP,3.33,233.24,18.67,MOBILE,Google
ECOM003298,CUST01371,04-06-2024 10:47,COMPLETE,WEB,7.32,167.6,28.87,mobile,Facebook
ECOM003299,CUST01178,2024/07/12 07:23 PM,completed,MOBILE_APP,17.58,352.75,46.16,Tablet,Instagram
ECOM003300,CUST02608,2024-11-27 01:45:00,CANCELLED,MARKETPLACE,8.09,144.26,13.85,Desktop,Instagram
ECOM003301,CUST04446,05/13/2024 00:31,Completed,MARKETPLACE,5.73,70.04,6.58,mobile,Direct
ECOM003302,CUST05301,22-09-2024 01:43,completed,MARKETPLACE,1.88,350.87,58.13,Mobile,Email
ECOM003303,CUST08469,2024-11-17 20:31:00,Complete,MOBILE_APP,14.76,78.26,15.2,Mobile,Facebook
ECOM003304,CUST01504,12/16/2024 03:22,pending,WEB,14.43,215.72,34.91,MOBILE,Instagram
ECOM003305,CUST10674,06/06/2024 09:59,pending,MOBILE_APP,11.46,252.98,5.39,mobile,Direct
ECOM003306,CUST00772,07-05-2024 21:42,completed,WEB,6.25,274.18,12.34,desktop,Instagram
ECOM003307,CUST01658,2024/09/11 05:13 AM,completed,MARKETPLACE,6.03,216.0,34.72,Mobile,Instagram
ECOM003308,CUST03052,2024/07/19 08:03 PM,COMPLETED,WEB,6.04,239.57,6.49,Mobile,Direct
ECOM003309,CUST00523,2024-04-19 05:42:00,Completed,WEB,16.65,261.19,34.57,MOBILE,Facebook
ECOM003310,CUST05268,2024-03-13 01:07:00,complete,WEB,9.54,169.67,20.98,Desktop,Referral
ECOM003311,CUST05814,11-11-2024 00:51,pending,MARKETPLACE,3.09,148.49,19.47,Tablet,Facebook
ECOM003312,CUST11552,2024/07/03 06:51 PM,completed,MARKETPLACE,6.67,163.83,25.28,Tablet,Email
ECOM003313,CUST06958,2024/07/09 05:27 PM,Complete,MOBILE_APP,2.85,243.37,40.09,MOBILE,Instagram
ECOM003314,CUST10303,25-09-2024 20:55,pending,WEB,5.17,61.57,7.72,MOBILE,Facebook
ECOM003315,CUST11596,2024-03-13 22:06:00,cancelled,WEB,17.62,43.37,6.41,Desktop,Instagram
ECOM003316,CUST10716,09/30/2024 19:44,completed,MARKETPLACE,6.42,20.39,0.18,Mobile,Referral
ECOM003317,CUST09481,2024-09-28 21:01:00,completed,MARKETPLACE,3.11,227.19,43.95,Desktop,Email
ECOM003318,CUST09470,01/20/2024 15:42,Cancelled,MOBILE_APP,2.7,92.93,7.74,mobile,Google
ECOM003319,CUST01100,11-07-2024 09:27,completed,MARKETPLACE,5.74,,,desktop,Instagram
ECOM003320,CUST04731,18-01-2024 04:29,PENDING,MOBILE_APP,1.16,296.12,11.69,desktop,Email
ECOM003321,CUST10684,24-12-2024 01:44,pending,MOBILE_APP,15.64,81.99,9.76,desktop,Direct
ECOM003322,CUST10587,22-01-2024 10:04,complete,MOBILE_APP,1.17,149.99,20.79,Tablet,Google
ECOM003323,CUST00128,26-05-2024 17:36,PENDING,MARKETPLACE,17.96,334.81,12.67,Mobile,Referral
ECOM003324,CUST04538,2024/09/09 04:00 AM,pending,MOBILE_APP,8.41,91.65,15.37,MOBILE,Direct
ECOM003325,CUST02805,2024/09/15 04:42 AM,COMPLETED,WEB,10.68,94.76,12.77,desktop,Google
ECOM003326,CUST07491,2024-07-08 04:19:00,Pending,MARKETPLACE,16.97,333.68,33.55,mobile,Instagram
ECOM003327,CUST07230,2024-11-15 22:53:00,Complete,WEB,13.45,98.85,10.84,mobile,Referral
ECOM003328,CUST00525,2024/01/08 08:23 AM,pending,MOBILE_APP,1.46,274.91,21.53,Tablet,Google
ECOM003329,CUST09734,07/23/2024 09:56,Cancelled,MARKETPLACE,3.96,26.8,0.95,Tablet,Facebook
ECOM003330,CUST03617,21-07-2024 14:12,cancelled,MARKETPLACE,10.17,298.5,49.92,Mobile,Referral
ECOM003331,CUST03823,05/18/2024 09:39,COMPLETED,MOBILE_APP,8.95,31.29,3.58,Tablet,Facebook
ECOM003332,CUST04176,05/28/2024 08:30,COMPLETE,MARKETPLACE,1.23,97.71,4.22,Mobile,Referral
ECOM003333,CUST07594,2024/08/31 01:35 AM,completed,MOBILE_APP,8.97,219.71,19.96,desktop,Instagram
ECOM003334,CUST00178,2024/02/04 07:14 PM,Cancelled,MARKETPLACE,18.13,178.78,21.13,Tablet,Google
ECOM003335,CUST04406,11-05-2024 10:34,cancelled,MOBILE_APP,17.97,205.73,0.54,desktop,Direct
ECOM003336,CUST07492,2024-02-27 15:55:00,completed,MARKETPLACE,7.7,370.17,36.56,Mobile,Instagram
ECOM003337,CUST06925,2024/12/09 04:12 PM,Complete,WEB,8.78,343.96,0.22,Tablet,Email
ECOM003338,CUST05314,2024/07/01 06:41 AM,CANCELLED,MOBILE_APP,1.01,77.69,9.36,Desktop,Email
ECOM003339,CUST02946,03/19/2024 14:04,completed,MARKETPLACE,2.25,311.25,8.37,mobile,Instagram
ECOM003340,CUST11947,2024/08/10 12:20 AM,Pending,WEB,12.83,132.07,16.8,Mobile,Instagram
ECOM003341,CUST07636,2024/06/30 03:59 AM,Complete,MOBILE_APP,13.58,227.24,35.74,Desktop,Direct
ECOM003342,CUST01981,03/07/2024 11:03,completed,WEB,6.37,308.06,37.58,Mobile,Facebook
ECOM003343,CUST11065,2024/01/08 07:18 PM,Cancelled,MARKETPLACE,4.29,25.31,3.64,MOBILE,Facebook
ECOM003344,CUST08093,2024/08/06 12:14 AM,cancelled,MOBILE_APP,8.17,215.4,27.39,MOBILE,Referral
ECOM003345,CUST10168,04/22/2024 09:52,cancelled,WEB,15.69,97.26,15.11,MOBILE,Referral
ECOM003346,CUST02284,16-09-2024 14:48,pending,MOBILE_APP,16.38,108.67,9.24,desktop,Instagram
ECOM003347,CUST08908,2024-10-30 02:23:00,CANCELLED,WEB,18.17,,,mobile,Instagram
ECOM003348,CUST08861,2024/02/06 02:48 PM,CANCELLED,MARKETPLACE,7.39,333.27,56.45,mobile,Referral
ECOM003349,CUST03268,19-10-2024 17:46,CANCELLED,WEB,4.35,310.38,1.77,Tablet,Google
ECOM003350,CUST11834,12/14/2024 04:31,pending,MOBILE_APP,2.53,277.59,5.4,mobile,Email
ECOM003351,CUST10508,05/09/2024 01:45,CANCELLED,MOBILE_APP,12.93,84.63,10.53,MOBILE,Google
ECOM003352,CUST02956,2024/10/06 12:27 PM,Completed,MOBILE_APP,3.0,290.89,4.64,Tablet,Google
ECOM003353,CUST07615,16-06-2024 13:49,CANCELLED,MOBILE_APP,16.21,224.22,23.37,desktop,Referral
ECOM003354,CUST04450,12/03/2024 21:22,COMPLETED,WEB,16.53,357.33,26.84,MOBILE,Instagram
ECOM003355,CUST09058,08/03/2024 09:14,pending,MARKETPLACE,12.67,156.46,24.46,Desktop,Direct
ECOM003356,CUST00743,2024/01/22 08:56 AM,Cancelled,WEB,18.78,163.51,0.36,mobile,Referral
ECOM003357,CUST01788,2024/01/17 07:59 PM,completed,WEB,3.01,,,Mobile,Instagram
ECOM003358,CUST10831,2024-12-05 01:32:00,pending,WEB,17.42,380.61,11.46,mobile,Facebook
ECOM003359,CUST03582,08-12-2024 04:04,COMPLETE,WEB,17.6,353.45,14.03,desktop,Google
ECOM003360,CUST08692,2024-09-21 20:26:00,Completed,MARKETPLACE,10.18,66.27,7.16,MOBILE,Instagram
ECOM003361,CUST04026,12-11-2024 16:20,completed,WEB,16.45,163.7,17.2,desktop,Referral
ECOM003362,CUST00004,02/10/2024 17:27,Pending,MARKETPLACE,11.7,41.52,4.89,desktop,Instagram
ECOM003363,CUST03866,2024/09/17 07:19 AM,cancelled,MOBILE_APP,8.39,339.71,46.25,Desktop,Referral
ECOM003364,CUST09576,2024-01-01 00:41:00,cancelled,WEB,19.69,227.97,13.71,desktop,Google
ECOM003365,CUST10105,2024/11/09 05:07 AM,cancelled,MOBILE_APP,19.72,314.0,6.55,desktop,Direct
ECOM003366,CUST06686,28-04-2024 15:29,COMPLETE,MARKETPLACE,7.92,358.77,37.96,Mobile,Email
ECOM003367,CUST05746,2024-12-01 01:58:00,pending,WEB,1.72,127.25,7.72,Desktop,Email
ECOM003368,CUST09288,20-03-2024 11:40,cancelled,MOBILE_APP,0.22,355.02,33.61,desktop,Referral
ECOM003369,CUST02879,12/29/2024 05:16,Completed,MARKETPLACE,17.29,246.12,6.52,Desktop,Direct
ECOM003370,CUST06923,2024-01-17 22:10:00,pending,MARKETPLACE,8.82,219.59,26.48,desktop,Google
ECOM003371,CUST08555,2024/08/18 04:14 PM,CANCELLED,WEB,18.52,296.38,5.19,Desktop,Facebook
ECOM003372,CUST08987,2024/12/03 08:31 AM,complete,WEB,4.32,390.42,64.13,Mobile,Facebook
ECOM003373,CUST08060,05/01/2024 21:10,Cancelled,MOBILE_APP,3.75,392.08,6.52,desktop,Direct
ECOM003374,CUST09311,2024-03-21 19:49:00,CANCELLED,MOBILE_APP,19.98,27.86,4.97,Mobile,Referral
ECOM003375,CUST06656,10/05/2024 19:42,cancelled,MOBILE_APP,5.08,282.38,40.35,Mobile,Direct
ECOM003376,CUST00321,2024-12-08 16:44:00,COMPLETE,MOBILE_APP,10.11,78.16,8.41,Mobile,Direct
ECOM003377,CUST03022,2024-01-30 16:10:00,Complete,MOBILE_APP,18.95,295.33,32.95,Desktop,Facebook
ECOM003378,CUST04359,2024-10-12 15:40:00,COMPLETE,MARKETPLACE,0.31,92.54,11.71,Tablet,Email
ECOM003379,CUST04518,24-11-2024 12:04,completed,WEB,3.41,,,Mobile,Instagram
ECOM003380,CUST06343,2024/11/05 02:11 PM,pending,MOBILE_APP,7.28,79.29,13.04,mobile,Facebook
ECOM003381,CUST08521,2024-06-04 17:40:00,cancelled,MOBILE_APP,19.17,288.68,31.57,Mobile,Email
ECOM003382,CUST06408,05/23/2024 08:33,completed,MOBILE_APP,7.01,330.41,21.72,mobile,Direct
ECOM003383,CUST02602,2024-07-06 11:40:00,pending,MOBILE_APP,1.76,312.4,26.4,Tablet,Facebook
ECOM003384,CUST02582,2024/09/09 11:52 AM,completed,MARKETPLACE,12.21,182.04,34.53,Tablet,Google
ECOM003385,CUST01211,23-09-2024 21:57,pending,MARKETPLACE,10.23,353.23,28.0,MOBILE,Referral
ECOM003386,CUST08417,26-05-2024 08:35,completed,MOBILE_APP,9.97,189.74,9.52,MOBILE,Google
ECOM003387,CUST04657,20-11-2024 05:29,PENDING,WEB,10.23,367.64,55.16,Mobile,Direct
ECOM003388,CUST11082,2024/12/16 06:40 PM,Pending,MOBILE_APP,5.39,232.71,18.44,MOBILE,Email
ECOM003389,CUST05414,30-10-2024 02:19,CANCELLED,MOBILE_APP,2.15,259.71,49.65,MOBILE,Instagram
ECOM003390,CUST07405,2024-08-02 18:44:00,completed,MOBILE_APP,7.93,198.33,18.85,Mobile,Referral
ECOM003391,CUST02957,19-08-2024 06:33,pending,MARKETPLACE,19.91,198.53,5.16,Desktop,Direct
ECOM003392,CUST01271,10/26/2024 20:16,CANCELLED,MARKETPLACE,11.18,357.3,39.12,MOBILE,Direct
ECOM003393,CUST08018,24-07-2024 04:21,Pending,MARKETPLACE,11.67,295.22,4.99,MOBILE,Email
ECOM003394,CUST02605,2024/05/31 06:14 PM,cancelled,WEB,7.57,151.73,10.78,desktop,Direct
ECOM003395,CUST11320,2024-01-14 18:46:00,cancelled,MOBILE_APP,13.35,329.0,41.06,mobile,Referral
ECOM003396,CUST00209,2024/05/27 10:34 PM,pending,MOBILE_APP,15.55,123.06,8.5,mobile,Referral
ECOM003397,CUST00689,11/19/2024 08:42,pending,MARKETPLACE,7.66,237.21,31.85,Tablet,Referral
ECOM003398,CUST11625,2024/08/07 06:26 PM,pending,WEB,9.54,114.26,20.94,Mobile,Referral
ECOM003399,CUST04502,2024-02-12 11:45:00,CANCELLED,WEB,1.9,120.11,7.6,desktop,Email
ECOM003400,CUST09159,03-11-2024 22:37,COMPLETE,MARKETPLACE,0.51,311.54,45.89,desktop,Direct
ECOM003401,CUST03932,25-05-2024 16:36,cancelled,MARKETPLACE,18.96,20.42,1.1,Mobile,Referral
ECOM003402,CUST05027,04-07-2024 19:40,complete,WEB,2.95,292.63,29.81,mobile,Email
ECOM003403,CUST04829,12/16/2024 21:31,Pending,MOBILE_APP,0.4,188.07,2.77,Desktop,Referral
ECOM003404,CUST02621,09/28/2024 04:21,pending,WEB,7.37,222.38,3.79,Mobile,Instagram
ECOM003405,CUST07011,2024/02/11 10:18 AM,cancelled,MARKETPLACE,9.89,177.09,32.91,Mobile,Facebook
ECOM003406,CUST10436,08/22/2024 03:10,Pending,MARKETPLACE,9.82,123.46,0.76,desktop,Instagram
ECOM003407,CUST05793,2024-08-21 10:10:00,pending,WEB,16.88,243.47,21.82,desktop,Direct
ECOM003408,CUST03093,20-11-2024 18:31,pending,WEB,14.13,133.47,21.05,mobile,Referral
ECOM003409,CUST04264,24-09-2024 06:30,CANCELLED,MARKETPLACE,9.95,256.45,27.63,Tablet,Email
ECOM003410,CUST07095,01/13/2024 21:47,COMPLETED,MOBILE_APP,8.34,328.09,32.5,Mobile,Instagram
ECOM003411,CUST00471,12/08/2024 18:07,pending,MARKETPLACE,9.55,151.73,6.15,Tablet,Direct
ECOM003412,CUST01594,2024/09/12 02:49 PM,pending,MARKETPLACE,15.93,127.67,1.17,Tablet,Direct
ECOM003413,CUST07588,2024/03/11 12:07 PM,COMPLETE,WEB,12.11,94.64,13.05,mobile,Direct
