order_item_id,order_id,product_id,quantity,unit_price,line_total
5205,ECOM001947,399,2,64.56,129.12
5206,ECOM001947,191,3,121.86,365.58
5207,ECOM001947,238,4,128.53,514.12
5208,ECOM001948,147,3,31.45,94.35
5209,ECOM001948,434,4,139.55,558.2
5210,ECOM001948,43,1,39.15,39.15
5211,ECOM001949,196,3,78.75,236.25
5212,ECOM001949,43,4,175.95,703.8
5213,ECOM001949,36,1,115.25,115.25
5214,ECOM001950,308,1,66.16,66.16
5215,ECOM001950,215,3,146.19,438.57
5216,ECOM001950,299,2,120.82,241.64
5217,ECOM001951,75,3,89.41,268.23
5218,ECOM001951,174,3,137.04,411.12
5219,ECOM001951,436,3,58.71,176.13
5220,ECOM001952,156,2,96.48,192.96
5221,ECOM001952,242,2,184.06,368.12
5222,ECOM001952,287,1,150.28,150.28
5223,ECOM001953,380,1,188.94,188.94
5224,ECOM001953,327,1,124.09,124.09
5225,ECOM001953,162,2,46.48,92.96
5226,ECOM001954,491,4,51.44,205.76
5227,ECOM001954,471,4,175.22,700.88
5228,ECOM001955,56,3,166.74,500.22
5229,ECOM001955,160,1,19.72,19.72
5230,ECOM001955,228,4,111.79,447.16
5231,ECOM001956,475,4,51.88,207.52
5232,ECOM001956,412,1,189.02,189.02
5233,ECOM001956,488,2,87.93,175.86
5234,ECOM001957,318,4,181.32,725.28
5235,ECOM001957,344,4,30.47,121.88
5236,ECOM001957,495,1,85.18,85.18
5237,ECOM001958,257,3,26.61,79.83
5238,ECOM001958,94,3,48.37,145.11
5239,ECOM001958,285,3,181.64,544.92
5240,ECOM001959,228,4,77.61,310.44
5241,ECOM001959,412,3,63.21,189.63
5242,ECOM001959,84,2,194.06,388.12
5243,ECOM001960,5,1,121.69,121.69
5244,ECOM001960,496,2,192.18,384.36
5245,ECOM001960,132,4,48.37,193.48
5246,ECOM001961,373,2,164.24,328.48
5247,ECOM001961,109,1,44.04,44.04
5248,ECOM001961,244,3,188.41,565.23
5249,ECOM001962,363,3,26.07,78.21
5250,ECOM001962,135,4,181.71,726.84
5251,ECOM001962,444,3,79.12,237.36
5252,ECOM001963,358,4,199.79,799.16
5253,ECOM001963,82,4,127.67,510.68
5254,ECOM001963,122,2,160.33,320.66
5255,ECOM001964,121,2,164.84,329.68
5256,ECOM001964,300,4,125.51,502.04
5257,ECOM001965,235,2,65.37,130.74
5258,ECOM001965,493,4,82.27,329.08
5259,ECOM001965,199,4,35.58,142.32
5260,ECOM001966,41,4,22.57,90.28
5261,ECOM001966,131,2,78.79,157.58
5262,ECOM001966,424,3,128.3,384.9
5263,ECOM001967,328,1,139.17,139.17
5264,ECOM001967,238,1,96.38,96.38
5265,ECOM001967,441,2,30.92,61.84
5266,ECOM001968,131,3,187.04,561.12
5267,ECOM001968,141,3,97.07,291.21
5268,ECOM001968,258,3,196.9,590.7
5269,ECOM001969,81,1,163.29,163.29
5270,ECOM001969,409,1,172.91,172.91
5271,ECOM001970,231,1,67.07,67.07
5272,ECOM001970,51,4,60.05,240.2
5273,ECOM001971,124,1,185.64,185.64
5274,ECOM001971,197,1,160.35,160.35
5275,ECOM001972,157,4,154.42,617.68
5276,ECOM001972,288,1,67.05,67.05
5277,ECOM001972,490,2,139.95,279.9
5278,ECOM001973,96,1,28.87,28.87
5279,ECOM001973,109,1,69.99,69.99
5280,ECOM001974,55,4,44.21,176.84
5281,ECOM001974,249,4,197.41,789.64
5282,ECOM001974,20,3,191.67,575.01
5283,ECOM001975,303,1,96.16,96.16
5284,ECOM001975,440,4,110.79,443.16
5285,ECOM001976,315,2,105.96,211.92
5286,ECOM001976,68,3,54.65,163.95
5287,ECOM001976,270,2,37.0,74.0
5288,ECOM001977,132,2,150.74,301.48
5289,ECOM001977,191,4,45.67,182.68
5290,ECOM001977,198,3,196.17,588.51
5291,ECOM001978,425,1,91.23,91.23
5292,ECOM001978,42,3,199.85,599.55
5293,ECOM001978,349,1,174.96,174.96
5294,ECOM001979,225,3,63.78,191.34
5295,ECOM001979,471,1,167.28,167.28
5296,ECOM001980,72,2,85.39,170.78
5297,ECOM001980,435,3,76.14,228.42
5298,ECOM001981,123,1,95.94,95.94
5299,ECOM001981,328,2,74.65,149.3
5300,ECOM001981,159,2,102.25,204.5
5301,ECOM001982,353,1,172.97,172.97
5302,ECOM001982,298,2,59.64,119.28
5303,ECOM001982,104,1,131.09,131.09
5304,ECOM001983,279,1,187.36,187.36
5305,ECOM001983,433,1,142.41,142.41
5306,ECOM001983,344,2,23.79,47.58
5307,ECOM001984,248,1,174.13,174.13
5308,ECOM001984,117,4,130.66,522.64
5309,ECOM001984,486,3,166.73,500.19
5310,ECOM001985,224,2,61.99,123.98
5311,ECOM001985,187,1,165.3,165.3
5312,ECOM001985,66,4,74.94,299.76
5313,ECOM001986,305,3,145.04,435.12
5314,ECOM001986,66,3,132.96,398.88
5315,ECOM001986,230,4,21.24,84.96
5316,ECOM001987,270,1,183.4,183.4
5317,ECOM001987,462,4,194.83,779.32
5318,ECOM001988,345,1,28.87,28.87
5319,ECOM001988,459,3,93.61,280.83
5320,ECOM001988,288,1,157.06,157.06
5321,ECOM001989,247,4,27.34,109.36
5322,ECOM001989,280,1,119.13,119.13
5323,ECOM001989,461,2,134.73,269.46
5324,ECOM001990,373,3,22.2,66.6
5325,ECOM001990,14,1,199.44,199.44
5326,ECOM001990,421,3,38.16,114.48
5327,ECOM001991,34,1,189.65,189.65
5328,ECOM001991,98,3,195.85,587.55
5329,ECOM001991,346,2,136.95,273.9
5330,ECOM001992,422,4,169.05,676.2
5331,ECOM001992,358,4,33.51,134.04
5332,ECOM001993,280,2,76.01,152.02
5333,ECOM001993,333,1,95.35,95.35
5334,ECOM001993,335,4,137.84,551.36
5335,ECOM001994,468,1,180.24,180.24
5336,ECOM001994,38,4,61.88,247.52
5337,ECOM001995,446,2,58.71,117.42
5338,ECOM001995,167,3,191.6,574.8
5339,ECOM001996,367,2,121.31,242.62
5340,ECOM001996,85,4,89.17,356.68
5341,ECOM001996,227,4,169.16,676.64
5342,ECOM001997,431,4,123.85,495.4
5343,ECOM001997,125,3,156.66,469.98
5344,ECOM001998,124,3,108.39,325.17
5345,ECOM001998,138,2,159.33,318.66
5346,ECOM001998,106,4,181.59,726.36
5347,ECOM001999,495,3,175.97,527.91
5348,ECOM001999,249,3,49.33,147.99
5349,ECOM001999,404,2,171.62,343.24
5350,ECOM002000,220,1,172.88,172.88
5351,ECOM002000,84,3,95.99,287.97
5352,ECOM002001,455,2,68.23,136.46
5353,ECOM002001,359,4,44.04,176.16
5354,ECOM002001,14,3,149.32,447.96
5355,ECOM002002,488,4,182.84,731.36
5356,ECOM002002,458,4,136.14,544.56
5357,ECOM002002,312,2,185.11,370.22
5358,ECOM002003,107,4,171.99,687.96
5359,ECOM002003,63,4,83.7,334.8
5360,ECOM002004,49,3,29.52,88.56
5361,ECOM002004,25,3,169.85,509.55
5362,ECOM002004,248,4,161.13,644.52
5363,ECOM002005,389,2,113.76,227.52
5364,ECOM002005,267,2,124.65,249.3
5365,ECOM002006,70,3,170.88,512.64
5366,ECOM002006,31,2,120.32,240.64
5367,ECOM002007,217,4,57.96,231.84
5368,ECOM002007,491,4,106.74,426.96
5369,ECOM002008,417,2,75.35,150.7
5370,ECOM002008,292,2,194.66,389.32
5371,ECOM002008,247,3,190.1,570.3
5372,ECOM002009,32,2,131.94,263.88
5373,ECOM002009,470,2,105.4,210.8
5374,ECOM002009,91,4,178.08,712.32
5375,ECOM002010,112,1,102.38,102.38
5376,ECOM002010,69,1,199.49,199.49
5377,ECOM002011,27,4,163.75,655.0
5378,ECOM002011,411,3,74.84,224.52
5379,ECOM002012,307,1,102.53,102.53
5380,ECOM002012,306,4,167.55,670.2
5381,ECOM002012,494,3,66.8,200.4
5382,ECOM002013,88,4,96.67,386.68
5383,ECOM002013,203,3,186.19,558.57
5384,ECOM002013,448,3,71.02,213.06
5385,ECOM002014,265,3,188.15,564.45
5386,ECOM002014,34,2,188.69,377.38
5387,ECOM002015,21,4,116.43,465.72
5388,ECOM002015,225,4,131.44,525.76
5389,ECOM002016,250,2,92.74,185.48
5390,ECOM002016,476,3,180.69,542.07
5391,ECOM002016,242,2,82.61,165.22
5392,ECOM002017,304,3,40.15,120.45
5393,ECOM002017,307,3,32.26,96.78
5394,ECOM002017,190,1,20.99,20.99
5395,ECOM002018,63,1,140.81,140.81
5396,ECOM002018,313,1,60.8,60.8
5397,ECOM002018,7,4,15.01,60.04
5398,ECOM002019,331,2,36.8,73.6
5399,ECOM002019,271,3,190.72,572.16
5400,ECOM002019,142,4,153.7,614.8
5401,ECOM002020,212,1,119.06,119.06
5402,ECOM002020,22,2,130.57,261.14
5403,ECOM002020,157,1,19.03,19.03
5404,ECOM002021,123,4,153.47,613.88
5405,ECOM002021,327,1,57.28,57.28
5406,ECOM002022,133,1,109.27,109.27
5407,ECOM002022,297,3,148.3,444.9
5408,ECOM002022,142,3,123.62,370.86
5409,ECOM002023,479,3,72.06,216.18
5410,ECOM002023,409,2,177.05,354.1
5411,ECOM002023,305,1,18.95,18.95
5412,ECOM002024,316,2,173.56,347.12
5413,ECOM002024,60,2,86.15,172.3
5414,ECOM002024,449,4,140.4,561.6
5415,ECOM002025,86,3,143.15,429.45
5416,ECOM002025,164,3,19.61,58.83
5417,ECOM002025,340,1,168.18,168.18
5418,ECOM002026,489,4,197.31,789.24
5419,ECOM002026,304,1,79.68,79.68
5420,ECOM002027,382,2,168.69,337.38
5421,ECOM002027,469,3,188.69,566.07
5422,ECOM002027,436,3,131.22,393.66
5423,ECOM002028,372,2,180.18,360.36
5424,ECOM002028,112,2,140.55,281.1
5425,ECOM002029,78,2,77.28,154.56
5426,ECOM002029,452,1,152.69,152.69
5427,ECOM002029,142,3,176.72,530.16
5428,ECOM002030,208,3,55.93,167.79
5429,ECOM002030,344,1,22.16,22.16
5430,ECOM002030,458,1,141.44,141.44
5431,ECOM002031,415,2,79.23,158.46
5432,ECOM002031,353,2,100.69,201.38
5433,ECOM002031,288,2,55.79,111.58
5434,ECOM002032,111,2,81.39,162.78
5435,ECOM002032,15,1,35.34,35.34
5436,ECOM002033,44,4,137.0,548.0
5437,ECOM002033,271,1,140.16,140.16
5438,ECOM002033,219,1,182.09,182.09
5439,ECOM002034,58,3,157.95,473.85
5440,ECOM002034,173,1,41.37,41.37
5441,ECOM002034,224,1,75.1,75.1
5442,ECOM002035,12,2,169.52,339.04
5443,ECOM002035,104,1,155.59,155.59
5444,ECOM002035,369,1,168.56,168.56
5445,ECOM002036,79,1,19.38,19.38
5446,ECOM002036,406,1,113.7,113.7
5447,ECOM002037,197,4,175.8,703.2
5448,ECOM002037,461,4,163.11,652.44
5449,ECOM002037,228,2,72.85,145.7
5450,ECOM002038,480,4,81.64,326.56
5451,ECOM002038,255,3,103.23,309.69
5452,ECOM002038,363,2,116.09,232.18
5453,ECOM002039,188,2,64.08,128.16
5454,ECOM002039,396,3,172.14,516.42
5455,ECOM002039,68,3,190.91,572.73
5456,ECOM002040,295,3,139.96,419.88
5457,ECOM002040,284,3,153.0,459.0
5458,ECOM002040,159,4,196.01,784.04
5459,ECOM002041,144,3,173.69,521.07
5460,ECOM002041,177,3,73.9,221.7
5461,ECOM002041,419,3,81.14,243.42
5462,ECOM002042,490,4,145.23,580.92
5463,ECOM002042,249,4,199.52,798.08
5464,ECOM002043,320,4,137.75,551.0
5465,ECOM002043,3,2,147.65,295.3
5466,ECOM002043,433,3,197.16,591.48
5467,ECOM002044,438,3,162.04,486.12
5468,ECOM002044,74,4,157.61,630.44
5469,ECOM002044,15,3,59.89,179.67
5470,ECOM002045,139,4,158.42,633.68
5471,ECOM002045,102,1,137.76,137.76
5472,ECOM002045,172,1,46.9,46.9
5473,ECOM002046,333,2,179.78,359.56
5474,ECOM002046,79,4,150.06,600.24
5475,ECOM002046,219,4,143.2,572.8
5476,ECOM002047,68,1,80.33,80.33
5477,ECOM002047,154,4,137.61,550.44
5478,ECOM002047,396,4,45.76,183.04
5479,ECOM002048,107,4,108.92,435.68
5480,ECOM002048,24,4,65.77,263.08
5481,ECOM002048,8,1,77.83,77.83
5482,ECOM002049,461,4,197.15,788.6
5483,ECOM002049,167,4,155.67,622.68
5484,ECOM002049,134,1,85.67,85.67
5485,ECOM002050,106,4,131.03,524.12
5486,ECOM002050,419,3,130.92,392.76
5487,ECOM002051,433,1,193.74,193.74
5488,ECOM002051,124,3,146.57,439.71
5489,ECOM002052,202,1,151.96,151.96
5490,ECOM002052,191,1,186.04,186.04
5491,ECOM002053,34,4,95.88,383.52
5492,ECOM002053,483,1,169.31,169.31
5493,ECOM002053,306,4,51.74,206.96
5494,ECOM002054,191,1,103.24,103.24
5495,ECOM002054,8,4,76.54,306.16
5496,ECOM002054,412,2,165.74,331.48
5497,ECOM002055,82,1,184.75,184.75
5498,ECOM002055,219,3,199.6,598.8
5499,ECOM002055,217,1,64.71,64.71
5500,ECOM002056,483,4,147.28,589.12
5501,ECOM002056,371,2,180.96,361.92
5502,ECOM002056,310,1,159.85,159.85
5503,ECOM002057,202,3,95.39,286.17
5504,ECOM002057,155,4,113.37,453.48
5505,ECOM002057,336,1,142.54,142.54
5506,ECOM002058,440,3,69.77,209.31
5507,ECOM002058,454,2,137.48,274.96
5508,ECOM002058,112,4,16.55,66.2
5509,ECOM002059,305,3,55.38,166.14
5510,ECOM002059,496,2,165.88,331.76
5511,ECOM002060,338,4,97.99,391.96
5512,ECOM002060,229,4,155.31,621.24
5513,ECOM002060,374,1,24.17,24.17
5514,ECOM002061,381,4,141.92,567.68
5515,ECOM002061,282,4,73.23,292.92
5516,ECOM002061,471,1,28.16,28.16
5517,ECOM002062,297,2,35.57,71.14
5518,ECOM002062,443,1,99.16,99.16
5519,ECOM002063,255,2,138.84,277.68
5520,ECOM002063,104,4,63.85,255.4
5521,ECOM002063,399,2,24.47,48.94
5522,ECOM002064,156,1,15.94,15.94
5523,ECOM002064,137,2,94.43,188.86
5524,ECOM002064,88,3,146.08,438.24
5525,ECOM002065,360,4,191.72,766.88
5526,ECOM002065,337,4,22.91,91.64
5527,ECOM002065,393,3,116.48,349.44
5528,ECOM002066,13,4,103.23,412.92
5529,ECOM002066,172,1,90.76,90.76
5530,ECOM002066,277,2,145.3,290.6
5531,ECOM002067,149,1,45.07,45.07
5532,ECOM002067,291,4,99.59,398.36
5533,ECOM002068,342,2,40.98,81.96
5534,ECOM002068,222,2,185.13,370.26
5535,ECOM002068,387,1,170.88,170.88
5536,ECOM002069,278,3,166.6,499.8
5537,ECOM002069,399,2,23.78,47.56
5538,ECOM002070,29,1,72.65,72.65
5539,ECOM002070,375,4,56.56,226.24
5540,ECOM002071,354,1,88.93,88.93
5541,ECOM002071,244,3,91.46,274.38
5542,ECOM002071,222,1,168.03,168.03
5543,ECOM002072,46,2,75.82,151.64
5544,ECOM002072,401,2,50.78,101.56
5545,ECOM002073,462,3,150.06,450.18
5546,ECOM002073,369,4,80.9,323.6
5547,ECOM002073,98,3,190.43,571.29
5548,ECOM002074,336,3,61.84,185.52
5549,ECOM002074,374,4,186.08,744.32
5550,ECOM002075,318,4,38.32,153.28
5551,ECOM002075,358,1,175.68,175.68
5552,ECOM002075,476,1,125.64,125.64
5553,ECOM002076,476,4,50.36,201.44
5554,ECOM002076,422,4,167.44,669.76
5555,ECOM002077,374,2,65.31,130.62
5556,ECOM002077,136,3,180.68,542.04
5557,ECOM002077,266,4,23.4,93.6
5558,ECOM002078,340,2,100.18,200.36
5559,ECOM002078,247,4,72.26,289.04
5560,ECOM002078,449,2,56.17,112.34
5561,ECOM002079,240,2,191.37,382.74
5562,ECOM002079,240,4,102.25,409.0
5563,ECOM002079,459,4,95.84,383.36
5564,ECOM002080,136,2,141.26,282.52
5565,ECOM002080,187,1,40.62,40.62
5566,ECOM002081,461,2,39.4,78.8
5567,ECOM002081,353,1,199.21,199.21
5568,ECOM002082,376,3,106.86,320.58
5569,ECOM002082,332,3,179.46,538.38
5570,ECOM002082,228,4,183.59,734.36
5571,ECOM002083,131,2,113.09,226.18
5572,ECOM002083,436,1,70.86,70.86
5573,ECOM002083,423,1,85.84,85.84
5574,ECOM002084,416,1,130.89,130.89
5575,ECOM002084,455,4,88.75,355.0
5576,ECOM002084,284,1,126.04,126.04
5577,ECOM002085,484,3,190.7,572.1
5578,ECOM002085,406,1,123.55,123.55
5579,ECOM002085,360,4,98.83,395.32
5580,ECOM002086,243,1,36.13,36.13
5581,ECOM002086,62,3,146.16,438.48
5582,ECOM002086,433,1,130.34,130.34
5583,ECOM002087,489,2,125.2,250.4
5584,ECOM002087,139,1,107.68,107.68
5585,ECOM002087,389,1,34.42,34.42
5586,ECOM002088,57,3,55.31,165.93
5587,ECOM002088,459,2,110.26,220.52
5588,ECOM002088,251,1,198.24,198.24
5589,ECOM002089,116,3,83.15,249.45
5590,ECOM002089,119,3,176.93,530.79
5591,ECOM002089,346,2,86.34,172.68
5592,ECOM002090,374,1,96.64,96.64
5593,ECOM002090,375,2,81.75,163.5
5594,ECOM002091,415,4,102.59,410.36
5595,ECOM002091,349,4,139.97,559.88
5596,ECOM002092,497,4,100.48,401.92
5597,ECOM002092,34,1,117.53,117.53
5598,ECOM002093,163,1,154.71,154.71
5599,ECOM002093,180,3,71.48,214.44
5600,ECOM002093,463,4,96.07,384.28
5601,ECOM002094,245,4,20.42,81.68
5602,ECOM002094,321,4,120.31,481.24
5603,ECOM002095,358,2,93.49,186.98
5604,ECOM002095,1,1,169.73,169.73
5605,ECOM002096,143,3,59.62,178.86
5606,ECOM002096,393,2,123.22,246.44
5607,ECOM002097,21,3,162.63,487.89
5608,ECOM002097,102,2,52.47,104.94
5609,ECOM002098,276,2,75.34,150.68
5610,ECOM002098,205,4,60.35,241.4
5611,ECOM002099,441,3,26.72,80.16
5612,ECOM002099,29,3,61.05,183.15
5613,ECOM002099,183,2,71.14,142.28
5614,ECOM002100,326,2,98.29,196.58
5615,ECOM002100,245,2,49.03,98.06
5616,ECOM002101,5,4,159.51,638.04
5617,ECOM002101,32,1,39.17,39.17
5618,ECOM002102,47,4,166.55,666.2
5619,ECOM002102,298,3,38.27,114.81
5620,ECOM002102,193,4,103.71,414.84
5621,ECOM002103,293,2,197.32,394.64
5622,ECOM002103,232,3,39.25,117.75
5623,ECOM002103,457,4,157.22,628.88
5624,ECOM002104,234,4,28.58,114.32
5625,ECOM002104,109,4,78.03,312.12
5626,ECOM002105,151,2,70.83,141.66
5627,ECOM002105,104,1,95.5,95.5
5628,ECOM002105,422,3,95.66,286.98
5629,ECOM002106,319,3,137.95,413.85
5630,ECOM002106,468,2,192.47,384.94
5631,ECOM002106,284,2,20.59,41.18
5632,ECOM002107,447,3,187.54,562.62
5633,ECOM002107,38,4,20.99,83.96
5634,ECOM002107,390,1,172.09,172.09
5635,ECOM002108,434,3,79.85,239.55
5636,ECOM002108,265,2,131.56,263.12
5637,ECOM002108,128,2,106.41,212.82
5638,ECOM002109,53,4,81.29,325.16
5639,ECOM002109,102,3,115.78,347.34
5640,ECOM002109,131,4,81.26,325.04
5641,ECOM002110,447,1,147.36,147.36
5642,ECOM002110,71,2,163.38,326.76
5643,ECOM002110,157,4,56.82,227.28
5644,ECOM002111,60,3,184.67,554.01
5645,ECOM002111,142,4,176.69,706.76
5646,ECOM002112,122,1,51.17,51.17
5647,ECOM002112,129,4,82.31,329.24
5648,ECOM002112,162,1,199.95,199.95
5649,ECOM002113,14,1,143.45,143.45
5650,ECOM002113,227,4,100.49,401.96
5651,ECOM002113,475,3,137.38,412.14
5652,ECOM002114,352,2,115.3,230.6
5653,ECOM002114,387,2,37.74,75.48
5654,ECOM002114,365,2,191.35,382.7
5655,ECOM002115,110,4,183.47,733.88
5656,ECOM002115,435,1,114.27,114.27
5657,ECOM002115,129,1,165.96,165.96
5658,ECOM002116,463,2,158.86,317.72
5659,ECOM002116,121,4,80.65,322.6
5660,ECOM002116,122,2,165.79,331.58
5661,ECOM002117,391,4,160.11,640.44
5662,ECOM002117,258,2,18.28,36.56
5663,ECOM002117,134,1,139.01,139.01
5664,ECOM002118,192,3,133.64,400.92
5665,ECOM002118,129,3,34.78,104.34
5666,ECOM002118,189,4,178.36,713.44
5667,ECOM002119,213,3,127.08,381.24
5668,ECOM002119,456,1,183.08,183.08
5669,ECOM002119,196,2,89.08,178.16
5670,ECOM002120,498,2,117.72,235.44
5671,ECOM002120,121,4,105.58,422.32
5672,ECOM002121,262,1,33.81,33.81
5673,ECOM002121,370,4,19.81,79.24
5674,ECOM002122,114,4,199.1,796.4
5675,ECOM002122,200,4,131.66,526.64
5676,ECOM002123,301,3,26.96,80.88
5677,ECOM002123,344,4,173.95,695.8
5678,ECOM002124,226,1,48.11,48.11
5679,ECOM002124,93,2,41.41,82.82
5680,ECOM002124,44,4,129.84,519.36
5681,ECOM002125,243,2,43.32,86.64
5682,ECOM002125,454,3,191.11,573.33
5683,ECOM002125,432,4,178.39,713.56
5684,ECOM002126,490,3,81.97,245.91
5685,ECOM002126,369,2,64.35,128.7
5686,ECOM002126,428,3,115.36,346.08
5687,ECOM002127,66,2,116.35,232.7
5688,ECOM002127,495,2,62.62,125.24
5689,ECOM002128,18,2,199.22,398.44
5690,ECOM002128,138,2,19.1,38.2
5691,ECOM002129,500,1,144.81,144.81
5692,ECOM002129,267,1,79.41,79.41
5693,ECOM002129,279,3,196.81,590.43
5694,ECOM002130,136,1,171.39,171.39
5695,ECOM002130,177,4,95.39,381.56
5696,ECOM002131,17,2,144.79,289.58
5697,ECOM002131,337,2,150.35,300.7
5698,ECOM002131,142,1,19.84,19.84
5699,ECOM002132,356,1,162.17,162.17
5700,ECOM002132,83,2,74.24,148.48
5701,ECOM002132,291,4,97.17,388.68
5702,ECOM002133,143,2,80.8,161.6
5703,ECOM002133,281,4,87.39,349.56
5704,ECOM002133,207,3,198.4,595.2
5705,ECOM002134,84,2,55.29,110.58
5706,ECOM002134,66,4,123.35,493.4
5707,ECOM002134,356,2,188.74,377.48
5708,ECOM002135,315,1,29.72,29.72
5709,ECOM002135,71,4,141.4,565.6
5710,ECOM002135,463,2,192.07,384.14
5711,ECOM002136,141,2,56.17,112.34
5712,ECOM002136,243,3,115.82,347.46
5713,ECOM002137,19,4,75.26,301.04
5714,ECOM002137,409,4,121.87,487.48
5715,ECOM002137,86,3,120.98,362.94
5716,ECOM002138,413,4,136.21,544.84
5717,ECOM002138,94,3,67.41,202.23
5718,ECOM002139,211,1,128.82,128.82
5719,ECOM002139,99,4,123.62,494.48
5720,ECOM002140,207,1,188.23,188.23
5721,ECOM002140,51,3,78.54,235.62
5722,ECOM002140,28,2,57.0,114.0
5723,ECOM002141,206,3,128.7,386.1
5724,ECOM002141,194,1,84.45,84.45
5725,ECOM002142,425,3,73.2,219.6
5726,ECOM002142,237,4,75.48,301.92
5727,ECOM002142,382,1,47.26,47.26
5728,ECOM002143,223,2,64.54,129.08
5729,ECOM002143,1,2,190.23,380.46
5730,ECOM002143,134,3,47.98,143.94
5731,ECOM002144,164,3,161.99,485.97
5732,ECOM002144,256,2,145.18,290.36
5733,ECOM002144,363,4,125.9,503.6
5734,ECOM002145,126,4,171.73,686.92
5735,ECOM002145,443,3,164.74,494.22
5736,ECOM002145,359,1,97.51,97.51
5737,ECOM002146,193,3,,
5738,ECOM002146,404,2,150.05,300.1
5739,ECOM002146,340,3,166.35,499.05
5740,ECOM002147,435,2,191.39,382.78
5741,ECOM002147,461,4,108.56,434.24
5742,ECOM002147,177,4,104.65,418.6
5743,ECOM002148,467,4,108.21,432.84
5744,ECOM002148,431,1,158.48,158.48
5745,ECOM002149,21,2,104.78,209.56
5746,ECOM002149,26,4,88.27,353.08
5747,ECOM002150,447,3,45.53,136.59
5748,ECOM002150,375,1,88.47,88.47
5749,ECOM002150,412,1,163.03,163.03
5750,ECOM002151,116,3,112.73,338.19
5751,ECOM002151,49,3,177.54,532.62
5752,ECOM002151,369,4,120.93,483.72
5753,ECOM002152,42,1,116.39,116.39
5754,ECOM002152,147,1,81.19,81.19
5755,ECOM002152,157,4,34.34,137.36
5756,ECOM002153,156,2,182.17,364.34
5757,ECOM002153,255,3,,
5758,ECOM002153,430,3,139.82,419.46
5759,ECOM002154,85,2,28.12,56.24
5760,ECOM002154,276,2,155.42,310.84
5761,ECOM002155,422,1,91.95,91.95
5762,ECOM002155,437,3,59.07,177.21
5763,ECOM002155,207,2,32.35,64.7
5764,ECOM002156,365,4,73.52,294.08
5765,ECOM002156,210,1,75.15,75.15
5766,ECOM002156,481,2,149.9,299.8
5767,ECOM002157,19,4,173.6,694.4
5768,ECOM002157,341,1,55.82,55.82
5769,ECOM002157,439,4,117.87,471.48
5770,ECOM002158,245,2,179.59,359.18
5771,ECOM002158,221,2,182.31,364.62
5772,ECOM002159,216,1,82.02,82.02
5773,ECOM002159,449,4,38.52,154.08
5774,ECOM002159,213,1,57.05,57.05
5775,ECOM002160,366,2,47.86,95.72
5776,ECOM002160,144,2,186.72,373.44
5777,ECOM002160,47,2,131.19,262.38
5778,ECOM002161,204,1,91.4,91.4
5779,ECOM002161,198,3,194.75,584.25
5780,ECOM002161,122,2,186.29,372.58
5781,ECOM002162,286,1,171.32,171.32
5782,ECOM002162,74,4,143.11,572.44
5783,ECOM002163,311,2,196.14,392.28
5784,ECOM002163,378,4,42.43,169.72
5785,ECOM002163,459,3,62.02,186.06
5786,ECOM002164,53,2,183.7,367.4
5787,ECOM002164,62,3,140.93,422.79
5788,ECOM002165,97,4,188.97,755.88
5789,ECOM002165,489,4,85.68,342.72
5790,ECOM002165,167,1,70.39,70.39
5791,ECOM002166,348,2,,
5792,ECOM002166,152,1,75.29,75.29
5793,ECOM002167,296,4,38.11,152.44
5794,ECOM002167,42,3,30.87,92.61
5795,ECOM002167,277,3,178.9,536.7
5796,ECOM002168,289,4,150.88,603.52
5797,ECOM002168,467,4,77.45,309.8
5798,ECOM002169,109,2,73.68,147.36
5799,ECOM002169,158,2,33.81,67.62
5800,ECOM002169,237,4,29.09,116.36
5801,ECOM002170,201,2,128.38,256.76
5802,ECOM002170,437,4,187.02,748.08
5803,ECOM002170,66,4,83.92,335.68
5804,ECOM002171,158,4,163.29,653.16
5805,ECOM002171,86,1,119.89,119.89
5806,ECOM002171,203,4,117.53,470.12
5807,ECOM002172,67,2,142.48,284.96
5808,ECOM002172,322,3,167.98,503.94
5809,ECOM002172,13,3,163.89,491.67
5810,ECOM002173,462,4,118.68,474.72
5811,ECOM002173,492,2,102.27,204.54
5812,ECOM002173,283,4,194.9,779.6
5813,ECOM002174,308,1,54.11,54.11
5814,ECOM002174,303,2,190.45,380.9
5815,ECOM002174,70,3,85.21,255.63
5816,ECOM002175,46,4,105.37,421.48
5817,ECOM002175,201,2,34.7,69.4
5818,ECOM002176,118,2,158.56,317.12
5819,ECOM002176,94,1,145.72,145.72
5820,ECOM002176,71,3,163.59,490.77
5821,ECOM002177,385,1,35.87,35.87
5822,ECOM002177,396,2,,
5823,ECOM002178,172,1,67.02,67.02
5824,ECOM002178,389,3,177.41,532.23
5825,ECOM002178,310,3,160.34,481.02
5826,ECOM002179,230,2,150.15,300.3
5827,ECOM002179,57,1,156.2,156.2
5828,ECOM002179,218,2,196.57,393.14
5829,ECOM002180,492,3,127.01,381.03
5830,ECOM002180,367,4,44.74,178.96
5831,ECOM002180,349,1,93.94,93.94
5832,ECOM002181,403,3,195.2,585.6
5833,ECOM002181,473,3,67.51,202.53
5834,ECOM002182,476,2,35.62,71.24
5835,ECOM002182,420,2,150.13,300.26
5836,ECOM002182,42,1,79.77,79.77
5837,ECOM002183,192,4,111.01,444.04
5838,ECOM002183,124,2,184.43,368.86
5839,ECOM002184,38,4,123.41,493.64
5840,ECOM002184,179,4,192.19,768.76
